SampleID	Desulfatiglans	AqS1	Sva0081_sediment_group	Nitrosopumilaceae	EPR3968-O8a-Bc78	BD2-11_terrestrial_group	NB1-j	Spirochaeta	SAR324_clade_Marine_group_B_	Calditrichaceae	SEEP-SRB1	Lokiarchaeia	bacteriap25	Bathyarchaeia	SBR1031	Desulfobacca	MBNT15	Woeseia	Marine_Benthic_Group_D_and_DHVEG-1	BD7-8	Candidatus_Thiobios	Bauldia	GIF3	Bacteroidetes_BD2-2	Candidatus_Tenderia	SG8-4	Latescibacteraceae	Subgroup_22	Zixibacteria	SAR202_clade	Dehalococcoidia	Pelagibius	Desulfatitalea	Pseudolabrys	Ignavibacterium	Amphiplicatus	t0.6.f	661239	Thiohalobacter	Kineosporia	Vicinamibacteraceae	Sva0485	vadinBA26	Subgroup_23	PHOS-HE36	B2M28	Calorithrix	Entotheonellaceae	Urania-1B-19_marine_sediment_group	MND1	Marine_Group_III	Desulfosarcina	BD7-11	JTB23	SB-5	CI75cm.2.12	Latescibacterota	67-14	CCM11a	Sediminispirochaeta	Oricola	BD1-7_clade	KI89A_clade	Brevundimonas	RCP2-54	Aminicenantales	Luteitalea	Rhodomicrobium	FW22	VHS-B3-70
S1A015	4.318835113523043	4.151238372154442	4.179726552419087	3.6825779264551723	2.6344801054778895	2.639825669944309	2.93111888382861	2.576149939734978	2.1035455287891853	1.5778529936828614	1.1016628665796269	1.9118047500787387	2.5523295116161915	1.743889956712315	-4.540244204358487	-4.540244204358487	0.21334598674787753	1.331873585116929	1.1601993690322	2.0596262948543496	1.773303841918608	1.1227162757774591	1.1296367186220326	-1.9752948468969502	-0.13352495709423362	0.43648953806208723	0.03446677414489585	2.601792370348316	1.0049332401210753	1.6862924649289788	2.65043182997372	-4.540244204358487	-0.0184556273094465	0.8802907949137992	0.9235876006671235	1.7345178168834519	-0.569952290806365	-1.495721766635064	0.919341309785672	-0.0975929478681703	-0.0629073898802801	-2.237659111364441	-0.7116028078693919	-0.33555158496752124	-2.3430196270222674	0.6359055282153419	-2.1423489315601163	-4.540244204358487	0.10414669478288552	-1.3621903740105412	-4.540244204358487	-2.5943340553031735	-1.1390468226963315	-2.3430196270222674	0.06492598162960483	0.32729024609709523	0.43648953806208723	-3.153949843238596	-0.9026580446321013	-0.051607834626347326	-0.6484239062478605	-1.9752948468969502	-1.1062569998733407	-1.832194003256277	-0.8766825582288407	-1.2444073383541578	-4.540244204358487	-1.449201751000171	0.35759559559242415	-1.6498724464623225
S1A1530	3.55311064676268	3.250499679031992	3.3583687279307233	2.767009880200834	2.554232371135803	2.0997329284260324	2.4004071591714666	1.6743790354640788	1.3238728116366723	0.8885547403788268	1.2152389706338766	2.3580654075197955	1.1133498197315088	1.338471611057825	-2.2534161331311253e-4	-1.4648887698487103	-0.8048937966056657	0.7371550939234579	0.5500142506935548	2.1611897830261952	2.2288700650493194	0.2671514646777222	0.5354154512724021	-1.629968520208159	0.6878840449166752	0.2748143374232912	-0.2630922449453701	0.824567031703543	0.9622198754155615	0.6492692087888958	0.9290461017335634	-0.9497247444841213	0.08174824134635994	0.8967852395153422	0.5442002808281341	1.6985662610780823	-1.2861969811053342	0.741951266186951	-0.8276220476832217	0.3195979400502651	-0.8048937966056657	0.7201849897049968	-0.6395698161802823	-1.555860548054437	1.132958291119885	0.6413640292817826	-1.1191428964421686	-2.7285808088762686	-2.7285808088762686	0.6199728393004644	-1.6046507122238691	-3.9072358052179146	-1.0030707251894144	-1.1503954399462728	0.25942941858381197	-1.4868676765674858	-0.7396532747372646	-2.1580359504086557	-0.839182870084298	-1.03085028929649	-0.46521642903550386	-1.1038754243113802	-1.9976933003334763	-2.5854799652355953	-1.4868676765674858	-1.555860548054437	-1.7381821048483919	-2.074654341469605	-1.532330050644243	-3.096305589001586
S1A3050	3.719179630289484	3.1786823183530606	3.399031270736253	2.6358579024860154	2.966380940469004	2.3366033738416476	2.5903140890262915	1.8543796332611366	1.2931231558682548	0.8905274901880427	0.580633012465178	1.7011392857680239	1.7262978454041793	1.9381983051442084	-1.4381839073982228	-1.35362651937016	-1.1578819422440647	0.5448439046135931	0.5448439046135931	2.0645431321352774	0.580633012465178	-0.2731965497852409	0.032667841749730364	-0.49863631335980063	0.27720258304525824	0.49077668334331737	0.10435977020584719	0.8789999850169758	1.2580318360569844	0.9886989022734003	0.4778732785074089	0.28247964014610183	0.15941954738887443	-0.35937424602629253	0.2558113930639401	0.5077262416570907	-0.5218931755240677	1.250063666407807	0.30845512654936247	1.198770372020257	-0.7018645549730689	0.1168599329700788	-0.6207390101607002	-1.1359030355252893	0.3387604760446914	-1.0933434211064932	-0.24604556071929018	-1.4091963705249708	-2.07417267411822	0.05933608883189212	-1.35362651937016	-3.355106519580284	-0.7598518126234186	-0.7304379274171247	-0.18542093890285472	-1.0525214265862384	-1.0933434211064932	-1.1578819422440647	-0.26406406622196776	-1.4988085292146578	0.1168599329700788	-1.6323399218391805	-1.7864906016664386	-3.355106519580284	-2.325487102399126	-1.9688121584603935	-3.018634282959071	-1.9200219942909613	-1.114396830304326	-2.191955709774603
S1A5075	3.6793768450667734	3.4931032854425528	3.1601789296012495	2.861568773683258	2.7289191467218217	2.4316516706013624	2.36588403036386	1.611888589386525	1.485034114105443	0.283456520505462	1.3529405362505482	1.6697508816253528	1.534166802683088	2.045266361528178	-0.23859616585431187	-0.5702413617272093	-0.6521584841950956	0.8244446570289297	0.46657520767243454	1.8871362596398784	0.7310824394379045	0.366072286022054	0.2543282475824382	-0.16103793150843781	0.7788527157065905	0.1229058188327361	0.1229058188327361	0.3024144342500765	1.1252711594781344	0.7218657843329801	0.21923692777116788	0.7933247483151256	0.4423804790853785	0.09441386303843036	0.7817639259140492	1.241908063203895	-0.3314899127470081	1.1930261517065395	-0.9984347209129298	1.5217614058256004	-1.146854726031203	0.09441386303843036	-0.09603310119944197	-1.2302363349702539	0.9425371465018015	-1.5931418286596224	0.3921607221063512	-0.6280609326160356	-1.8808239011114032	0.11727200111447988	-1.4212915717329633	-3.267118262231294	-0.5590680611290839	-1.5931418286596224	0.07102098346372454	-0.8844904615637121	-0.9317433464142573	-0.8692229894329238	-0.9813402875536292	-2.8616531541231294	-1.0335260407241993	-2.014355293735926	-2.014355293735926	-5.058877731459349	-2.286289009219568	-2.1144387522929087	-2.6609824586609783	-2.493928373997812	-1.6248905269742027	-2.1144387522929087
S1B07	4.529263371767778	4.525312175459369	4.021679992620632	4.122057013002008	2.817064721199035	2.276230322503677	2.0371398358084853	2.9836243193763305	2.6824309951907956	1.0149692426403183	1.7587601560190178	1.227143762583954	2.43258607488925	0.30347292341217624	-0.9492900450831918	-0.8111397066023747	0.33472546691628047	1.8784617889475017	0.8142985471781667	1.266283670921224	1.671075151519914	1.4195681748606335	1.1138150772769508	-0.2748349975353994	0.8547395167366778	0.6262463156752274	0.20338946485519394	1.14394481872898	0.5711142449805111	0.6224075393680613	-1.8472316382891503	-2.453367441859466	0.7384797106208154	0.8300469041463057	-1.4725381888477398	-0.49562283515714967	-2.5403788188490957	-0.8439295294253659	0.09867851076616319	0.3896020771421149	0.39926398805385155	-0.7793910082877948	-0.5562474569735851	0.34999293904706885	-0.507457292804153	-0.37392590017963023	-0.10996035434516482	-1.6060695814722625	-1.24939463753353	-2.299216762032208	-1.1540844577292053	-4.938274091647466	-0.6075407513611353	-0.37392590017963023	-1.7193982667792658	-0.689778849598107	-2.10506074759125	-1.24939463753353	-0.7041675870502067	-1.9425418180934755	-4.938274091647466	-2.6356889986534204	-0.4496377219153267	-1.441766530180986	-2.047902333751302	-0.5194334838508681	-3.1465146224194114	-0.6342089984432961	-0.5438249369750272	-1.0464537935368399
S1B2230	3.7495034403895646	3.3237858130040197	3.2457425283856596	2.980816801907351	2.7338263569925827	2.3510480313604614	2.0361761131784837	2.1944630183981158	2.1378548108994204	1.722145211029951	1.7895481166312042	1.682536072934905	0.941424833167833	1.93517601759648	1.9825386297747265	1.799400413074216	2.0080604985698463	0.8486163384938772	1.2203985777278294	-1.2674277821635052	0.6658718592998785	0.5616387394773605	1.0747153489996704	1.2116137481720965	-0.19248523758129998	-0.7566021583975147	0.2692507759881666	-1.1833446649529638	-0.5830912312857146	-0.6376502155361496	0.4825345583860887	0.7987685327663101	0.7648669810906288	-0.06345497783756926	-0.12869549970597038	-0.7461308585302193	0.6375559391825902	-0.26705393307880865	-2.420107292101891	-0.9160298953256163	-0.4506666456363835	-0.2735264475844259	-0.6470399558859885	-1.1057864306070897	-0.4506666456363835	-5.310479049998055	-1.0763725454007957	-0.12869549970597038	-0.9666736281443713	-0.6953585331567957	-1.0763725454007957	-1.1673443236065228	-2.0523825119765733	1.135240769387523	-0.7153591998634656	-0.6953585331567957	-1.1057864306070897	-1.0064139567938852	-1.2329416060923357	-0.8678277935077388	-0.6565186998405323	-1.2851273592629058	-1.8447431471983289	-2.9125837771996848	-1.9431832200115813	-1.4818376535089604	-0.8678277935077388	-2.0146421839937263	-3.113254472661836	-1.9782745398228516
S1B3040	4.491969899228216	4.274223407799058	3.8568185403747623	3.876814662205325	3.014709550843829	2.436678026391296	2.6777044072022775	2.852535292267075	2.614557951517706	3.4620829039917265	2.0509596812179662	-0.5908948530183538	0.8617745770464094	1.5731040766895452	2.318894990734912	2.326345796890778	3.167108182993805	1.599772323771707	2.3379431857056074	-1.1554246557562053	1.458693725511801	1.343747571190617	0.7399697031622061	1.306225131867528	0.1312398644148436	-0.7615203700491171	0.5771459420815193	-3.4241081970745695	0.19577838555241467	0.14071860836938743	1.045624018018417	0.3135614212087985	-0.4451830418369598	0.6130779513075826	-0.7615203700491171	-3.1364261246227887	0.9947324107220279	-2.913282573308579	-1.4781980480192565	-4.5227204857426795	0.4470928138333212	-0.10387987794608122	-0.05681236708809578	-0.17891506388899536	-1.1554246557562053	-4.5227204857426795	-0.6515194748347883	0.5207046311765673	-2.7309610165146245	-2.7309610165146245	-2.576810336687366	0.38993439999337287	-1.5269882121886886	-1.2646239477211974	-4.5227204857426795	-1.7501317635028983	-1.8146702846404694	-0.8091484190383715	-1.2268836197383504	0.24796413872298562	-1.632348727846515	-1.4781980480192565	-1.1905159755674757	-2.037813835954679	-0.3330657437162543	-1.3872262698135298	-0.23226104459428853	-0.7160579959723599	-3.1364261246227887	-1.303844660874479
S1B6575	3.871693437564274	3.3482884086162867	3.3811344985957517	2.95200109034179	2.938202624163302	2.3615441968837922	2.7297830365485236	2.1485428889641627	1.7843959301867294	2.80289937142798	1.5657067292219002	0.25500072542616525	1.6006447805831803	1.6816774239917418	2.5229261165944923	2.517221594564851	2.8983658745091585	0.882876515632887	2.244679856744482	-1.1878058459570675	0.6116756693648977	0.7345738056880515	1.4998834324962278	0.9287298201290088	0.11989824056960163	-0.4272173846015894	0.2713498634276945	-1.36548702319452	-0.21280751325613423	0.25500072542616525	0.6382426967496198	1.1712914573003204	-0.036351075914577535	-0.6052005397969458	0.953627371750736	-1.953273688096639	1.380714943872066	-0.9236542709154802	-2.3099486320353715	-1.616801451475426	-0.3846577701827938	-0.9236542709154802	-0.3640384829800576	-1.3380880490064055	-0.6449408684464597	-2.646420868656584	-1.5478085799884744	0.02772778076994431	-1.3936579001612164	-1.5817101316641557	-2.1764172394108487	0.48471604190361006	-1.616801451475426	-1.6531690956463008	-1.9044835239272069	-0.8714685177449102	-1.7709521313026841	-0.7148994570533702	-0.9600219150863554	-0.25765807942148644	-0.9059546938160796	-2.0045669824841896	-1.2113363433672615	-3.85039367298252	-1.953273688096639	-1.9044835239272069	-0.8381320974773185	-2.646420868656584	-2.3099486320353715	-2.5511106888522592
S2A1727	3.678699425649752	3.152799654525383	3.453084240676427	2.745662432323889	2.9358640117086905	2.258441602933096	2.368767482481397	2.096709008716763	1.3150407770494645	2.3091403669820876	2.443113046406058	1.8887336788757239	1.2294163628341837	2.6141502554969795	2.3301054954471327	2.154401001672473	2.092332634116964	0.5869385814559429	1.62583163542243	-0.9952071886901499	0.6519710517267976	0.5466105360689708	1.1056382616528397	1.3974295268547534	1.0222566527137884	-0.7123444026743178	0.579002031860206	-0.8860078967251583	-0.9210992165364278	-0.2643196801473575	0.30582252077505245	1.604629427771827	0.7539926661191094	-0.7417582878806117	0.5908833597469592	-3.1546914380435225	-0.02646998144345236	-0.18427697247382113	-2.307393577656319	-2.2384007061693674	-0.20151877890832726	0.31104446475620406	-0.6157175669852464	-1.2575714531576412	0.17751307213168133	-4.946450907271577	-0.22795203597648328	-0.5037996507812608	-1.2828892611419311	-0.4921036110180701	0.5002864643947325	-0.16732741416004782	-1.2828892611419311	-3.1546914380435225	-1.1178095107824824	-0.34128072128348563	-0.7269432020954705	-0.8355770430982661	-0.8689134633658577	-0.7123444026743178	-2.461544257483577	-0.8860078967251583	-1.6142463970963736	-3.8478386186034674	-0.9391177220391063	-2.2384007061693674	-0.36148342860100513	-2.307393577656319	-4.946450907271577	-2.056079149375413
S2A3545	4.025019287402838	3.8118556119001976	3.4899936720996436	3.496764433342735	2.2286071012403434	2.200226818129667	2.193349211927564	2.4753214323754387	2.16960507968422	1.8873265209086352	1.5454036552492534	0.9691596158762525	0.4361811874691277	1.3777497265275516	1.3947648315335348	1.7248627197220179	1.2479998977465723	1.1491309953252529	0.46767985452849903	-0.974405866219807	0.9877648037072868	1.078035073641523	1.237285509534166	0.764045049553741	-0.47015921355185863	-1.0962956838288438	0.12965602721586755	0.764045049553741	-0.05484180900068303	0.1511622324368309	0.6050797239309418	-0.47015921355185863	-0.5209315389252822	0.21802517766595741	0.4944500955931037	-1.9497855144639686	-0.3578919116807775	-1.324079614699556	-0.04185461347387154	-2.0895474568391275	-0.029033925044810616	-1.396400276279182	-0.36678085909802416	0.014586697431080431	-1.6840823487309629	-1.0248367198466992	-1.4476935706667327	-1.0599280396579687	-1.2351321286830599	-0.5966433606609787	-0.9581453453480266	-0.4031485032688984	-0.9909351681710179	-1.5017607919370084	-2.194907972496954	-0.26499816478808125	-1.4476935706667327	-1.7530752202179145	-0.8225998533518029	-1.1149878168409963	-1.2351321286830599	-1.1934594322824918	-1.651292525907972	-2.6873844575947476	-1.9497855144639686	-1.3010900964748573	-1.0779465451606471	-1.2140787194852272	-1.1934594322824918	-1.588772168926638
