SampleID	Desulfatiglans	AqS1	Sva0081_sediment_group	NB1-j	EPR3968-O8a-Bc78	BD2-11_terrestrial_group	Spirochaeta	Lokiarchaeia	Calditrichaceae	SAR324_clade_Marine_group_B_	SEEP-SRB1	Bathyarchaeia	bacteriap25	SBR1031	MBNT15	Desulfobacca	Bacteroidetes_BD2-2	B2M28	Woeseia	BD7-8	Marine_Benthic_Group_D_and_DHVEG-1	Pelagibius	Bauldia	Calorithrix	Zixibacteria	Candidatus_Tenderia	S085	SB-5	MND1	Dehalococcoidia	Subgroup_18	Desulfatitalea	Pseudolabrys	GIF3	Subgroup_22	SAR202_clade	AT-s3-44	Ignavibacterium	t0.6.f	661239	Thiohalobacter	Vicinamibacteraceae	Sva0485	SG8-4	Subgroup_23	vadinBA26	Candidatus_Thiobios	Sediminispirochaeta	Urania-1B-19_marine_sediment_group	Entotheonellaceae	MBMPE27	KI89A_clade	SPG12-461-471-B8	JTB23	Caldithrix	Aminicenantales	Methyloceanibacter	OM190	Haliangium	RCP2-54	UASB-TL25	Latescibacterota	Pla3_lineage	MD2902-B12
S1A015	0.1872596284058285	0.1611776176805157	0.19787660473430474	0.04894101077948107	0.03415307946481772	0.028817507177292673	0.033340555766209846	0.011700341259953416	0.008314825849087265	0.016087969232435946	0.008748171821678133	0.011402415903797194	0.032555116190888904	0	0.0036834407670223715	0	0.011781593629814202	2.70841232869292e-4	0.009587779643572937	0.019879746492606036	0.006500189588863009	0.004550132712204106	0.004495964465630248	0.013352472780456096	0.00850441471209577	0.0021938139862412655	2.979253561562212e-4	0.001597963273928823	6.771030821732301e-4	0.03591354747846812	0.0035480201505877253	0.0024646552191105574	0.00609392773955907	0.006960619684740805	0.003195926547857646	0.01324413628730838	4.6043009587779643e-4	0.0063647689724283625	0.0014083744109203186	5.41682465738584e-4	0.006337684849141433	5.687665890255132e-4	0	0.013135799794160663	0.0017875521369373273	0.001218785547911814	0.015735875629705867	0	0.002789664698553708	0	9.208601917555929e-4	2.70841232869292e-4	4.6043009587779643e-4	2.1667298629543362e-4	5.145983424516548e-4	8.666919451817345e-4	3.250094794431504e-4	6.500189588863008e-4	4.8751421916472563e-4	0.0010291966849033096	0.0014354585342072478	6.500189588863008e-4	4.6043009587779643e-4	0.0021938139862412655
S1A1530	0.1703148829281421	0.11516551538530546	0.17175024670314884	0.04673903292365659	0.04792769354983403	0.030479052659908495	0.023795640082533417	0.04411500852247242	0.011505337759038307	0.01240244011841751	0.016551538530546334	0.02061092670673724	0.013568673185610478	0.004440656678927066	0.0032519960527496185	0.0010092401543016058	0.01729164797703418	0.0030277204629048176	0.009307436978559253	0.03873239436619718	0.011191351933255584	0.004171525971113304	0.0042836637660357045	0.010765228312550461	0.0019511976316497713	0.008858885798869651	0.006414281869561317	0.009397147214497173	0.010025118866062617	0.011281062169193504	0.004059388176190904	0.004821925181663228	0.010922221225441823	0.002825872432044496	0.01558715349421369	0.007176818875033642	0.0029155826679824167	0.007670225172692204	0.001211088185161927	0.009352292096528214	0.0019287700726652911	0.007423522023862923	4.485511796896026e-5	0.01747106844891002	9.195299183636853e-4	0.0023324661343859334	0.0015250740109446488	5.831165335964834e-4	2.6913070781376156e-4	2.6913070781376156e-4	0.0010092401543016058	0.006033013366825155	7.176818875033642e-4	0.001390508657037768	4.934062976585629e-4	5.831165335964834e-4	1.3456535390688078e-4	0.00518076612541491	3.812685027361622e-4	9.868125953171258e-4	3.364133847672019e-4	5.382614156275231e-4	0.0017493496007894502	8.298196824257647e-4
S1A3050	0.17944666480775784	0.10654645722960622	0.15955634042816866	0.05682064628063327	0.06143693651826378	0.03404901322923444	0.028317377699290516	0.025498032654831613	0.011773089196641572	0.011494252873563218	0.021160578740279455	0.03370821327880534	0.024909378194999537	0.0010223998512872944	0.0017969451931716084	0.001115345292313412	0.02410385103943985	0.008798835083805806	0.007621526164141649	0.034947485825820246	0.011091489295783375	0.008519998760727452	0.0023855996530036867	0.0048951265607088635	0.0031601449948880007	0.005824580970970041	0.004554326610279766	0.007869380673544629	0.012206834588096788	0.007125817145335688	0.004616290237630511	0.005173962883787217	0.003067199553861883	0.002602472348731295	0.004492362982929021	0.009387489543637885	0.004058617591473805	0.0057006537162685505	0.002602472348731295	0.015459925024010905	0.006010471853022276	0.00545279920686557	0	0.004368435728227531	0.001394181615391765	0.002354617839328314	0.0014561452427425102	4.3374539145521576e-4	5.266908324813334e-4	0.001053381664962667	5.57672646156706e-4	0.007776435232518511	1.5490906837686277e-4	0.002106763329925334	3.717817641044707e-4	7.745453418843139e-4	3.0981813675372554e-4	0.00133221798804102	6.506180871828237e-4	4.027635777798432e-4	6.196362735074511e-5	3.4079995042909814e-4	0.0012392725470149022	0.001951854261548471
S1A5075	0.18524046434494196	0.14306246545052514	0.1341901603095633	0.04485903814262023	0.04499723604201216	0.03916528468767275	0.02177998894416805	0.026727473742399116	0.00845771144278607	0.016141514648977336	0.015865118850193476	0.03673300165837479	0.020149253731343283	0.0033996683250414592	0.003482587064676617	0.0024322830292979546	0.01337755666113875	0.011885019347705915	0.009894969596462133	0.02868988391376451	0.011000552791597567	0.012437810945273632	0.004505251520176893	0.02703150912106136	0.002902155887230514	0.00945273631840796	0.0068269762299613046	0.007103372028745163	0.008402432283029298	0.00538971807628524	0.002238805970149254	0.006744057490326147	0.004754007739082366	0.0024322830292979546	0.004311774461028192	0.007794361525704809	0.0051962410171365395	0.009480375898286346	0.003095632946379215	0.01431730237700387	0.0015754560530679934	0.0041459369817578775	3.869541182974019e-4	0.0062465450525152014	0.0012437810945273632	0.003924820342730791	0.00146489773355445	4.6987285793255944e-4	6.357103372028745e-4	0.0022940851299060256	7.186290768380321e-4	0.00406301824212272	1.658374792703151e-4	8.568269762299613e-4	2.487562189054726e-4	9.397457158651189e-4	1.105583195135434e-4	0.0010226644555002763	9.950248756218905e-4	4.1459369817578774e-4	0	3.040353786622443e-4	0.0011332227750138197	6.909894969596462e-4
S1B07	0.23670327304048233	0.23114053976457077	0.15507464829170256	0.03509905254091301	0.032568906115417746	0.032210020097617	0.04945449325294286	0.016454923916164228	0.005813953488372093	0.030935974734424346	0.015593597473442435	0.00328380706287683	0.028495549813379272	9.510479471719782e-4	0.00489879414298019	0.0010946023542922768	0.004575796726959518	0.001112546655182314	0.01636520241171404	0.008864484639678438	0.006316393913293138	0.005275624461670974	0.00879270743611829	5.203847258110824e-4	0.005778064886592018	0.005867786391042205	9.869365489520528e-4	0.0016508756818834338	3.588860178007465e-4	3.768303186907838e-4	0.0024763135228251507	0.005221791559000861	0.005724231983921906	0.004611685328739592	0.0035529715762273903	0.004378409417169107	0.001058713752512202	5.56273327591157e-4	1.7944300890037325e-4	0.001058713752512202	0.0027454780361757104	0.0019738730979041055	0	0.0015970427792133218	0.003535027275337353	0.0014175997703129487	6.459948320413437e-4	9.510479471719782e-4	6.998277347114556e-4	4.8449612403100775e-4	0.001435544071202986	4.306632213608958e-4	3.768303186907838e-4	0.0017047085845535459	3.4094171691070917e-4	0.001327878265862762	8.792707436118289e-4	2.5122021246052256e-4	7.17772035601493e-4	3.050531151306345e-4	9.151593453919036e-4	8.972150445018662e-4	3.2299741602067185e-4	6.10106230261269e-4
S1B2230	0.19550115779027455	0.10935766963086922	0.11595415539685937	0.0327878422291841	0.047265085326224435	0.035823393201144166	0.03533692669922749	0.02500437819851725	0.024440077056293905	0.030861434881594055	0.022922301570313868	0.02940203537584402	0.010079585919713568	0.028584771652624002	0.030491720340137377	0.02379794127376389	0.01216166254791695	0.014769122998190345	0.009184487556186881	0.0010896849642933588	0.015216672179953688	0.011363857484773598	0.004105777276176763	0.0065381097857601525	0.002101535288280049	0.003230137572726742	0.00729699752875017	0.0039695666556400925	0.003911190675410091	0.006362981845070149	5.643011422233465e-4	0.00844505847327353	0.0036776867544900857	0.005720846062540134	0.0031328442723434066	0.0019653246677433793	0.002724212410733397	0.00344418283357008	0.00743320814928684	0.0029966336518067365	3.307972213033411e-4	0.0031133856122667392	0.006401899165223482	0.002276663228970053	0.00128427156506003	0.002043159308050048	0.0027825883909633983	0.009962833959253566	0.001478858165826701	0.00344418283357008	0.0010313089840633574	0.001751279406900041	0.0017123620867467066	0.01223949718822362	0.002588001790196727	7.783464030666848e-4	0.0033274308731100774	9.72933003833356e-4	8.172637232200191e-4	5.448424821466794e-4	3.1133856122667395e-4	6.032184623766808e-4	9.340156836800218e-4	2.5296258099667256e-4
S1B3040	0.21303702983296458	0.1607867927739551	0.11364244207250358	0.044226701354275574	0.038999246273918646	0.03202120158525615	0.038780422572880446	0.008801575530647475	0.05285808067300445	0.026404726591942426	0.0211772715115855	0.010868243818230445	0.0052760825694765255	0.022733351163412678	0.054438474069391424	0.022903547375331276	0.005786671205232317	0.0026501981570181622	0.011062753774708844	6.807848476743903e-4	0.02669649152666002	0.006467456052906708	0.006272946096428311	1.9450995647839723e-4	0.00279608062437696	0.0025286294342191642	0.003865885385008145	9.968635269517858e-4	7.537260813537893e-4	0.00634588733010771	3.8901991295679447e-4	0.00141019718446838	0.0041090228306061415	0.0018478445865447739	0.0032094142818935543	0.0024313744559799656	2.674511901577962e-4	0.0010211772715115854	0.006029808650830314	9.725497823919862e-5	4.862748911959931e-4	0.005130200102117727	0.0018478445865447739	5.835298694351918e-4	0.0018478445865447739	0.00209098203214277	5.592161248753921e-4	9.482360378321866e-4	1.2156872279899828e-4	0.003744316662209147	8.023535704733886e-4	0.0012643147171095821	0.003865885385008145	6.078436139949914e-4	0.00352549296117095	8.266673150331882e-4	0.0022368644995015684	2.4313744559799656e-4	0.0011184322497507842	0.0015803933963869775	5.835298694351918e-4	5.835298694351918e-4	4.133336575165941e-4	1.2156872279899828e-4
S1B6575	0.18653236336504384	0.09354598022756948	0.10664987875396381	0.04775228502145122	0.047402536840141764	0.028446185413169185	0.028166386868121618	0.00874370453273643	0.05257880992352173	0.017347509792949075	0.018186905428091774	0.017860473792202947	0.016274948703600075	0.04096717030404775	0.06036653609401231	0.040734004849841444	0.007461294534601754	0.006412049990673382	0.007927625443014364	9.7929490766648e-4	0.03308617795187465	0.01312721507181496	0.004406827084499161	0.0011425107256108934	0.0023549710874836783	0.003684014176459616	0.00631878380899086	0.0023549710874836783	0.0015855250886028726	0.006202201081887708	9.7929490766648e-4	0.003147733631785115	0.0017720574519679165	0.005106323447118075	0.005456071628427532	0.001842007088229808	6.994963626189144e-4	0.008510539078530124	0.013057265435553068	0.0012824099981346765	3.031150904681962e-4	0.004173661630292856	0.0038005969035627683	0.001072561089349002	8.393956351426973e-4	0.0022617049058011565	0.0019119567244916993	0.002961201268420071	7.927625443014363e-4	0.003357582540570789	5.129639992538706e-4	6.761798171982839e-4	0.00972299944040291	6.062301809363924e-4	0.008650438351053908	7.228129080395449e-4	0.0027047192687931357	8.393956351426973e-4	6.761798171982839e-4	4.430143629919791e-4	0.0014456258160790898	3.9638127215071815e-4	4.8964745383324e-4	1.8653236336504383e-4
S2A1727	0.1584713864448227	0.0789000503464314	0.1107381745822445	0.03893457361367505	0.04962719666275083	0.03536237443360265	0.0274268178657908	0.024693725875668288	0.03512262952218839	0.010860444487065761	0.0459351250269713	0.04600704850039558	0.01150775574788425	0.03464313969935988	0.02886528733427633	0.029057083263407734	0.015463546786219463	0.008391071899498934	0.006041571767639232	0.0012226990482127017	0.011819424132722783	0.018460358178897653	0.0032365563040924455	0.029512598595094818	0.003572199180072403	0.009350051545155953	0.014384694684855315	0.004075663494042339	0.009565821965428784	0.004555153316870849	0.0019179592913140418	0.007144398360144806	0.0015823164153340845	0.00412361247632519	0.003907842056052361	0.0023974491141425525	0.018676128599170484	0.006065546258780657	0.003260530795233871	0.002781040972405361	3.116683848385318e-4	0.0022775766584354246	0.014288796720289612	6.952602431013402e-4	9.350051545155955e-4	0.0017980868356069143	0.003164632830668169	0.002613219534415382	9.110306633741699e-4	0.002013857255879744	5.51413296252787e-4	0.0012466735393541271	0.0026851430078396587	1.1987245570712761e-4	0.0022775766584354246	5.274388051113616e-4	0.0020857807293040206	6.233367696770636e-4	4.5551533168708495e-4	0.0012946225216369782	1.917959291314042e-4	3.3564287597995734e-4	8.630816810913188e-4	7.192347342427657e-5
S2A3545	0.21496115427302998	0.16226415094339622	0.12990011098779133	0.0425527192008879	0.029988901220865706	0.0451276359600444	0.04261931187569367	0.01662597114317425	0.024594894561598225	0.026104328523862377	0.02044395116537181	0.014273029966703663	0.005527192008879024	0.014450610432852387	0.013518312985571587	0.020110987791342953	0.011609322974472808	0.0059933407325194225	0.011298557158712542	0.0013318534961154272	0.006681465038845727	0.006770255271920089	0.007081021087680355	0.015782463928967812	0.01367369589345172	0.0022197558268590455	0.0028634850166481688	0.0029300776914539402	0.0028856825749167593	0.006548279689234184	0.0023751387347391785	0.002108768035516093	0.004439511653718091	0.00830188679245283	0.0023751387347391785	0.0035294117647058825	0.003618201997780244	0.0058601553829078805	0.002486126526082131	9.322974472807991e-4	0.00341842397336293	0.001664816870144284	0.0018645948945615982	0.00341842397336293	0.003618201997780244	0.0024639289678135405	0.0015094339622641509	0.00341842397336293	0.0010210876803551608	0.001220865704772475	0.0017758046614872365	0.0018423973362930077	0.00390677025527192	7.769145394006659e-4	0.002574916759156493	0.0019311875693673697	0.0018201997780244172	3.1076581576026637e-4	0.0015538290788013318	4.8834628190899e-4	6.659267480577136e-4	5.771365149833519e-4	7.325194228634851e-4	6.659267480577136e-4
