dataset	metric	comparison	delta	ci_low	ci_high	pboot	n_boot	dataset_label	metric_label	stat_label
depth_natural	largest_component_prop	Interior_relict_minus_Coastal_natural	0.07999999999999996	-0.08512499999999995	0.35025000000000006	0.37	200	Natural coastal
reference	Largest
component	Δ = 0.08
95% CI [-0.09, 0.35]
Pboot = 0.370
depth_natural	robustness_auc_targeted	Interior_relict_minus_Coastal_natural	0.009875000000000005	-0.032162500000000004	0.05415937500000001	0.62	200	Natural coastal
reference	Robustness AUC
targeted removal	Δ = 0.01
95% CI [-0.03, 0.05]
Pboot = 0.620
depth_natural	transitivity	Interior_relict_minus_Coastal_natural	-0.3334132256824365	-0.6068053750308576	-0.14315090641773276	0.005	200	Natural coastal
reference	Transitivity	Δ = -0.33
95% CI [-0.61, -0.14]
Pboot = 0.005
depth_natural	natural_connectivity	Interior_relict_minus_Coastal_natural	-0.5696568651186249	-4.294719520366069	1.7589629348295879	0.75	200	Natural coastal
reference	Natural
connectivity	Δ = -0.57
95% CI [-4.29, 1.76]
Pboot = 0.750
interior_impaired	largest_component_prop	Interior_relict_minus_Coastal_impaired	0.1275	-0.03512500000000003	0.3502500000000002	0.13	200	Hydrologically impaired
coastal	Largest
component	Δ = 0.13
95% CI [-0.04, 0.35]
Pboot = 0.130
interior_impaired	robustness_auc_targeted	Interior_relict_minus_Coastal_impaired	0.019375000000000003	-0.022431249999999993	0.06528750000000001	0.36	200	Hydrologically impaired
coastal	Robustness AUC
targeted removal	Δ = 0.02
95% CI [-0.02, 0.07]
Pboot = 0.360
interior_impaired	transitivity	Interior_relict_minus_Coastal_impaired	-0.26227381051657594	-0.5646152396604837	-0.07560808528735699	0.01	200	Hydrologically impaired
coastal	Transitivity	Δ = -0.26
95% CI [-0.56, -0.08]
Pboot = 0.010
interior_impaired	natural_connectivity	Interior_relict_minus_Coastal_impaired	-1.6368223420961554	-9.724078013507585	2.632458049294229	0.49	200	Hydrologically impaired
coastal	Natural
connectivity	Δ = -1.64
95% CI [-9.72, 2.63]
Pboot = 0.490
