RUN01	RUN13	site_map_file	clr_matrix_file	n_samples_matched	n_taxa_used_global	n_boot	n_subsample	edge_density	method	interpretation
/home/fjbalvino/Compare_mangroves/results/01_prepare_network_matrices_20260619_180455	/home/fjbalvino/Compare_mangroves/results/13_recover_clean_interior_site_map_20260622_042906	/home/fjbalvino/Compare_mangroves/results/13_recover_clean_interior_site_map_20260622_042906/tables/13_interior_sample_site_depth_map.tsv	/home/fjbalvino/Compare_mangroves/results/01_prepare_network_matrices_20260619_180455/matrices/interior_depth_clr_common_top200.tsv	50	200	500	12	0.02	ridge_regularized_partial_correlation_on_CLR_common_top200	edges_are_regularized_conditional_coabundance_associations_not_direct_interactions
