removal_fraction	largest_component_fraction_original_nodes	dataset	network_group	bootstrap_id	attack_mode
0.65	0.135	interior_impaired	Interior_relict	68	random
0.7	0.125	interior_impaired	Interior_relict	68	random
0.75	0.115	interior_impaired	Interior_relict	68	random
0.8	0.08	interior_impaired	Interior_relict	68	random
0.85	0.06	interior_impaired	Interior_relict	68	random
0.9	0.045	interior_impaired	Interior_relict	68	random
0.95	0.015	interior_impaired	Interior_relict	68	random
1	0	interior_impaired	Interior_relict	68	random
0	0.515	interior_impaired	Interior_relict	68	targeted
0.05	0.4	interior_impaired	Interior_relict	68	targeted
0.1	0.275	interior_impaired	Interior_relict	68	targeted
0.15	0.16	interior_impaired	Interior_relict	68	targeted
0.2	0.04	interior_impaired	Interior_relict	68	targeted
0.25	0.02	interior_impaired	Interior_relict	68	targeted
0.3	0.015	interior_impaired	Interior_relict	68	targeted
0.35	0.01	interior_impaired	Interior_relict	68	targeted
0.4	0.01	interior_impaired	Interior_relict	68	targeted
0.45	0.01	interior_impaired	Interior_relict	68	targeted
0.5	0.01	interior_impaired	Interior_relict	68	targeted
0.55	0.005	interior_impaired	Interior_relict	68	targeted
0.6	0.005	interior_impaired	Interior_relict	68	targeted
0.65	0.005	interior_impaired	Interior_relict	68	targeted
0.7	0.005	interior_impaired	Interior_relict	68	targeted
0.75	0.005	interior_impaired	Interior_relict	68	targeted
0.8	0.005	interior_impaired	Interior_relict	68	targeted
0.85	0.005	interior_impaired	Interior_relict	68	targeted
0.9	0.005	interior_impaired	Interior_relict	68	targeted
0.95	0.005	interior_impaired	Interior_relict	68	targeted
1	0	interior_impaired	Interior_relict	68	targeted
0	0.585	interior_impaired	Interior_relict	69	random
0.05	0.555	interior_impaired	Interior_relict	69	random
0.1	0.5	interior_impaired	Interior_relict	69	random
0.15	0.475	interior_impaired	Interior_relict	69	random
0.2	0.42	interior_impaired	Interior_relict	69	random
0.25	0.4	interior_impaired	Interior_relict	69	random
0.3	0.375	interior_impaired	Interior_relict	69	random
0.35	0.355	interior_impaired	Interior_relict	69	random
0.4	0.325	interior_impaired	Interior_relict	69	random
0.45	0.295	interior_impaired	Interior_relict	69	random
0.5	0.265	interior_impaired	Interior_relict	69	random
0.55	0.22	interior_impaired	Interior_relict	69	random
0.6	0.2	interior_impaired	Interior_relict	69	random
0.65	0.17	interior_impaired	Interior_relict	69	random
0.7	0.14	interior_impaired	Interior_relict	69	random
0.75	0.135	interior_impaired	Interior_relict	69	random
0.8	0.105	interior_impaired	Interior_relict	69	random
0.85	0.065	interior_impaired	Interior_relict	69	random
0.9	0.035	interior_impaired	Interior_relict	69	random
0.95	0.025	interior_impaired	Interior_relict	69	random
1	0	interior_impaired	Interior_relict	69	random
0	0.585	interior_impaired	Interior_relict	69	targeted
0.05	0.46	interior_impaired	Interior_relict	69	targeted
0.1	0.375	interior_impaired	Interior_relict	69	targeted
0.15	0.2	interior_impaired	Interior_relict	69	targeted
0.2	0.055	interior_impaired	Interior_relict	69	targeted
0.25	0.025	interior_impaired	Interior_relict	69	targeted
0.3	0.015	interior_impaired	Interior_relict	69	targeted
0.35	0.015	interior_impaired	Interior_relict	69	targeted
0.4	0.01	interior_impaired	Interior_relict	69	targeted
0.45	0.01	interior_impaired	Interior_relict	69	targeted
0.5	0.01	interior_impaired	Interior_relict	69	targeted
0.55	0.01	interior_impaired	Interior_relict	69	targeted
0.6	0.005	interior_impaired	Interior_relict	69	targeted
0.65	0.005	interior_impaired	Interior_relict	69	targeted
0.7	0.005	interior_impaired	Interior_relict	69	targeted
0.75	0.005	interior_impaired	Interior_relict	69	targeted
0.8	0.005	interior_impaired	Interior_relict	69	targeted
0.85	0.005	interior_impaired	Interior_relict	69	targeted
0.9	0.005	interior_impaired	Interior_relict	69	targeted
0.95	0.005	interior_impaired	Interior_relict	69	targeted
1	0	interior_impaired	Interior_relict	69	targeted
0	0.62	interior_impaired	Interior_relict	70	random
0.05	0.61	interior_impaired	Interior_relict	70	random
0.1	0.585	interior_impaired	Interior_relict	70	random
0.15	0.55	interior_impaired	Interior_relict	70	random
0.2	0.525	interior_impaired	Interior_relict	70	random
0.25	0.465	interior_impaired	Interior_relict	70	random
0.3	0.425	interior_impaired	Interior_relict	70	random
0.35	0.39	interior_impaired	Interior_relict	70	random
0.4	0.365	interior_impaired	Interior_relict	70	random
0.45	0.295	interior_impaired	Interior_relict	70	random
0.5	0.26	interior_impaired	Interior_relict	70	random
0.55	0.225	interior_impaired	Interior_relict	70	random
0.6	0.21	interior_impaired	Interior_relict	70	random
0.65	0.17	interior_impaired	Interior_relict	70	random
0.7	0.13	interior_impaired	Interior_relict	70	random
0.75	0.08	interior_impaired	Interior_relict	70	random
0.8	0.05	interior_impaired	Interior_relict	70	random
0.85	0.035	interior_impaired	Interior_relict	70	random
0.9	0.01	interior_impaired	Interior_relict	70	random
0.95	0.005	interior_impaired	Interior_relict	70	random
1	0	interior_impaired	Interior_relict	70	random
0	0.62	interior_impaired	Interior_relict	70	targeted
0.05	0.51	interior_impaired	Interior_relict	70	targeted
0.1	0.41	interior_impaired	Interior_relict	70	targeted
0.15	0.275	interior_impaired	Interior_relict	70	targeted
0.2	0.055	interior_impaired	Interior_relict	70	targeted
0.25	0.03	interior_impaired	Interior_relict	70	targeted
0.3	0.025	interior_impaired	Interior_relict	70	targeted
0.35	0.01	interior_impaired	Interior_relict	70	targeted
0.4	0.01	interior_impaired	Interior_relict	70	targeted
0.45	0.01	interior_impaired	Interior_relict	70	targeted
0.5	0.01	interior_impaired	Interior_relict	70	targeted
0.55	0.005	interior_impaired	Interior_relict	70	targeted
0.6	0.005	interior_impaired	Interior_relict	70	targeted
0.65	0.005	interior_impaired	Interior_relict	70	targeted
0.7	0.005	interior_impaired	Interior_relict	70	targeted
0.75	0.005	interior_impaired	Interior_relict	70	targeted
0.8	0.005	interior_impaired	Interior_relict	70	targeted
0.85	0.005	interior_impaired	Interior_relict	70	targeted
0.9	0.005	interior_impaired	Interior_relict	70	targeted
0.95	0.005	interior_impaired	Interior_relict	70	targeted
1	0	interior_impaired	Interior_relict	70	targeted
0	0.575	interior_impaired	Interior_relict	71	random
0.05	0.545	interior_impaired	Interior_relict	71	random
0.1	0.505	interior_impaired	Interior_relict	71	random
0.15	0.495	interior_impaired	Interior_relict	71	random
0.2	0.455	interior_impaired	Interior_relict	71	random
0.25	0.4	interior_impaired	Interior_relict	71	random
0.3	0.365	interior_impaired	Interior_relict	71	random
0.35	0.335	interior_impaired	Interior_relict	71	random
0.4	0.295	interior_impaired	Interior_relict	71	random
0.45	0.265	interior_impaired	Interior_relict	71	random
0.5	0.235	interior_impaired	Interior_relict	71	random
0.55	0.195	interior_impaired	Interior_relict	71	random
0.6	0.13	interior_impaired	Interior_relict	71	random
0.65	0.125	interior_impaired	Interior_relict	71	random
0.7	0.095	interior_impaired	Interior_relict	71	random
0.75	0.075	interior_impaired	Interior_relict	71	random
0.8	0.065	interior_impaired	Interior_relict	71	random
0.85	0.03	interior_impaired	Interior_relict	71	random
0.9	0.015	interior_impaired	Interior_relict	71	random
0.95	0.01	interior_impaired	Interior_relict	71	random
1	0	interior_impaired	Interior_relict	71	random
0	0.575	interior_impaired	Interior_relict	71	targeted
0.05	0.465	interior_impaired	Interior_relict	71	targeted
0.1	0.355	interior_impaired	Interior_relict	71	targeted
0.15	0.165	interior_impaired	Interior_relict	71	targeted
0.2	0.035	interior_impaired	Interior_relict	71	targeted
0.25	0.025	interior_impaired	Interior_relict	71	targeted
0.3	0.025	interior_impaired	Interior_relict	71	targeted
0.35	0.01	interior_impaired	Interior_relict	71	targeted
0.4	0.005	interior_impaired	Interior_relict	71	targeted
0.45	0.005	interior_impaired	Interior_relict	71	targeted
0.5	0.005	interior_impaired	Interior_relict	71	targeted
0.55	0.005	interior_impaired	Interior_relict	71	targeted
0.6	0.005	interior_impaired	Interior_relict	71	targeted
0.65	0.005	interior_impaired	Interior_relict	71	targeted
0.7	0.005	interior_impaired	Interior_relict	71	targeted
0.75	0.005	interior_impaired	Interior_relict	71	targeted
0.8	0.005	interior_impaired	Interior_relict	71	targeted
0.85	0.005	interior_impaired	Interior_relict	71	targeted
0.9	0.005	interior_impaired	Interior_relict	71	targeted
0.95	0.005	interior_impaired	Interior_relict	71	targeted
1	0	interior_impaired	Interior_relict	71	targeted
0	0.63	interior_impaired	Interior_relict	72	random
0.05	0.595	interior_impaired	Interior_relict	72	random
0.1	0.535	interior_impaired	Interior_relict	72	random
0.15	0.505	interior_impaired	Interior_relict	72	random
0.2	0.465	interior_impaired	Interior_relict	72	random
0.25	0.42	interior_impaired	Interior_relict	72	random
0.3	0.39	interior_impaired	Interior_relict	72	random
0.35	0.35	interior_impaired	Interior_relict	72	random
0.4	0.33	interior_impaired	Interior_relict	72	random
0.45	0.29	interior_impaired	Interior_relict	72	random
0.5	0.265	interior_impaired	Interior_relict	72	random
0.55	0.22	interior_impaired	Interior_relict	72	random
0.6	0.19	interior_impaired	Interior_relict	72	random
0.65	0.17	interior_impaired	Interior_relict	72	random
0.7	0.145	interior_impaired	Interior_relict	72	random
0.75	0.105	interior_impaired	Interior_relict	72	random
0.8	0.045	interior_impaired	Interior_relict	72	random
0.85	0.025	interior_impaired	Interior_relict	72	random
0.9	0.015	interior_impaired	Interior_relict	72	random
0.95	0.005	interior_impaired	Interior_relict	72	random
1	0	interior_impaired	Interior_relict	72	random
0	0.63	interior_impaired	Interior_relict	72	targeted
0.05	0.545	interior_impaired	Interior_relict	72	targeted
0.1	0.42	interior_impaired	Interior_relict	72	targeted
0.15	0.29	interior_impaired	Interior_relict	72	targeted
0.2	0.115	interior_impaired	Interior_relict	72	targeted
0.25	0.055	interior_impaired	Interior_relict	72	targeted
0.3	0.015	interior_impaired	Interior_relict	72	targeted
0.35	0.01	interior_impaired	Interior_relict	72	targeted
0.4	0.01	interior_impaired	Interior_relict	72	targeted
0.45	0.01	interior_impaired	Interior_relict	72	targeted
0.5	0.01	interior_impaired	Interior_relict	72	targeted
0.55	0.005	interior_impaired	Interior_relict	72	targeted
0.6	0.005	interior_impaired	Interior_relict	72	targeted
0.65	0.005	interior_impaired	Interior_relict	72	targeted
0.7	0.005	interior_impaired	Interior_relict	72	targeted
0.75	0.005	interior_impaired	Interior_relict	72	targeted
0.8	0.005	interior_impaired	Interior_relict	72	targeted
0.85	0.005	interior_impaired	Interior_relict	72	targeted
0.9	0.005	interior_impaired	Interior_relict	72	targeted
0.95	0.005	interior_impaired	Interior_relict	72	targeted
1	0	interior_impaired	Interior_relict	72	targeted
0	0.52	interior_impaired	Interior_relict	73	random
0.05	0.5	interior_impaired	Interior_relict	73	random
0.1	0.46	interior_impaired	Interior_relict	73	random
0.15	0.445	interior_impaired	Interior_relict	73	random
0.2	0.43	interior_impaired	Interior_relict	73	random
0.25	0.395	interior_impaired	Interior_relict	73	random
0.3	0.36	interior_impaired	Interior_relict	73	random
0.35	0.34	interior_impaired	Interior_relict	73	random
0.4	0.3	interior_impaired	Interior_relict	73	random
0.45	0.265	interior_impaired	Interior_relict	73	random
0.5	0.24	interior_impaired	Interior_relict	73	random
0.55	0.2	interior_impaired	Interior_relict	73	random
0.6	0.155	interior_impaired	Interior_relict	73	random
0.65	0.125	interior_impaired	Interior_relict	73	random
0.7	0.09	interior_impaired	Interior_relict	73	random
0.75	0.07	interior_impaired	Interior_relict	73	random
0.8	0.06	interior_impaired	Interior_relict	73	random
0.85	0.035	interior_impaired	Interior_relict	73	random
0.9	0.01	interior_impaired	Interior_relict	73	random
0.95	0.01	interior_impaired	Interior_relict	73	random
1	0	interior_impaired	Interior_relict	73	random
0	0.52	interior_impaired	Interior_relict	73	targeted
0.05	0.43	interior_impaired	Interior_relict	73	targeted
0.1	0.345	interior_impaired	Interior_relict	73	targeted
0.15	0.14	interior_impaired	Interior_relict	73	targeted
0.2	0.055	interior_impaired	Interior_relict	73	targeted
0.25	0.025	interior_impaired	Interior_relict	73	targeted
0.3	0.02	interior_impaired	Interior_relict	73	targeted
0.35	0.015	interior_impaired	Interior_relict	73	targeted
0.4	0.01	interior_impaired	Interior_relict	73	targeted
0.45	0.005	interior_impaired	Interior_relict	73	targeted
0.5	0.005	interior_impaired	Interior_relict	73	targeted
0.55	0.005	interior_impaired	Interior_relict	73	targeted
0.6	0.005	interior_impaired	Interior_relict	73	targeted
0.65	0.005	interior_impaired	Interior_relict	73	targeted
0.7	0.005	interior_impaired	Interior_relict	73	targeted
0.75	0.005	interior_impaired	Interior_relict	73	targeted
0.8	0.005	interior_impaired	Interior_relict	73	targeted
0.85	0.005	interior_impaired	Interior_relict	73	targeted
0.9	0.005	interior_impaired	Interior_relict	73	targeted
0.95	0.005	interior_impaired	Interior_relict	73	targeted
1	0	interior_impaired	Interior_relict	73	targeted
0	0.545	interior_impaired	Interior_relict	74	random
0.05	0.525	interior_impaired	Interior_relict	74	random
0.1	0.5	interior_impaired	Interior_relict	74	random
0.15	0.47	interior_impaired	Interior_relict	74	random
0.2	0.44	interior_impaired	Interior_relict	74	random
0.25	0.415	interior_impaired	Interior_relict	74	random
0.3	0.385	interior_impaired	Interior_relict	74	random
0.35	0.36	interior_impaired	Interior_relict	74	random
0.4	0.33	interior_impaired	Interior_relict	74	random
0.45	0.295	interior_impaired	Interior_relict	74	random
0.5	0.265	interior_impaired	Interior_relict	74	random
0.55	0.225	interior_impaired	Interior_relict	74	random
0.6	0.195	interior_impaired	Interior_relict	74	random
0.65	0.155	interior_impaired	Interior_relict	74	random
0.7	0.135	interior_impaired	Interior_relict	74	random
0.75	0.12	interior_impaired	Interior_relict	74	random
0.8	0.07	interior_impaired	Interior_relict	74	random
0.85	0.03	interior_impaired	Interior_relict	74	random
0.9	0.025	interior_impaired	Interior_relict	74	random
0.95	0.01	interior_impaired	Interior_relict	74	random
1	0	interior_impaired	Interior_relict	74	random
0	0.545	interior_impaired	Interior_relict	74	targeted
0.05	0.49	interior_impaired	Interior_relict	74	targeted
0.1	0.41	interior_impaired	Interior_relict	74	targeted
0.15	0.345	interior_impaired	Interior_relict	74	targeted
0.2	0.205	interior_impaired	Interior_relict	74	targeted
0.25	0.08	interior_impaired	Interior_relict	74	targeted
0.3	0.03	interior_impaired	Interior_relict	74	targeted
0.35	0.025	interior_impaired	Interior_relict	74	targeted
0.4	0.02	interior_impaired	Interior_relict	74	targeted
0.45	0.005	interior_impaired	Interior_relict	74	targeted
0.5	0.005	interior_impaired	Interior_relict	74	targeted
0.55	0.005	interior_impaired	Interior_relict	74	targeted
0.6	0.005	interior_impaired	Interior_relict	74	targeted
0.65	0.005	interior_impaired	Interior_relict	74	targeted
0.7	0.005	interior_impaired	Interior_relict	74	targeted
0.75	0.005	interior_impaired	Interior_relict	74	targeted
0.8	0.005	interior_impaired	Interior_relict	74	targeted
0.85	0.005	interior_impaired	Interior_relict	74	targeted
0.9	0.005	interior_impaired	Interior_relict	74	targeted
0.95	0.005	interior_impaired	Interior_relict	74	targeted
1	0	interior_impaired	Interior_relict	74	targeted
0	0.56	interior_impaired	Interior_relict	75	random
0.05	0.535	interior_impaired	Interior_relict	75	random
0.1	0.5	interior_impaired	Interior_relict	75	random
0.15	0.47	interior_impaired	Interior_relict	75	random
0.2	0.43	interior_impaired	Interior_relict	75	random
0.25	0.405	interior_impaired	Interior_relict	75	random
0.3	0.37	interior_impaired	Interior_relict	75	random
0.35	0.33	interior_impaired	Interior_relict	75	random
0.4	0.285	interior_impaired	Interior_relict	75	random
0.45	0.255	interior_impaired	Interior_relict	75	random
0.5	0.225	interior_impaired	Interior_relict	75	random
0.55	0.19	interior_impaired	Interior_relict	75	random
0.6	0.155	interior_impaired	Interior_relict	75	random
0.65	0.14	interior_impaired	Interior_relict	75	random
0.7	0.105	interior_impaired	Interior_relict	75	random
0.75	0.07	interior_impaired	Interior_relict	75	random
0.8	0.02	interior_impaired	Interior_relict	75	random
0.85	0.015	interior_impaired	Interior_relict	75	random
0.9	0.005	interior_impaired	Interior_relict	75	random
0.95	0.005	interior_impaired	Interior_relict	75	random
1	0	interior_impaired	Interior_relict	75	random
0	0.56	interior_impaired	Interior_relict	75	targeted
0.05	0.465	interior_impaired	Interior_relict	75	targeted
0.1	0.36	interior_impaired	Interior_relict	75	targeted
0.15	0.215	interior_impaired	Interior_relict	75	targeted
0.2	0.055	interior_impaired	Interior_relict	75	targeted
0.25	0.02	interior_impaired	Interior_relict	75	targeted
0.3	0.015	interior_impaired	Interior_relict	75	targeted
0.35	0.015	interior_impaired	Interior_relict	75	targeted
0.4	0.015	interior_impaired	Interior_relict	75	targeted
0.45	0.005	interior_impaired	Interior_relict	75	targeted
0.5	0.005	interior_impaired	Interior_relict	75	targeted
0.55	0.005	interior_impaired	Interior_relict	75	targeted
0.6	0.005	interior_impaired	Interior_relict	75	targeted
0.65	0.005	interior_impaired	Interior_relict	75	targeted
0.7	0.005	interior_impaired	Interior_relict	75	targeted
0.75	0.005	interior_impaired	Interior_relict	75	targeted
0.8	0.005	interior_impaired	Interior_relict	75	targeted
0.85	0.005	interior_impaired	Interior_relict	75	targeted
0.9	0.005	interior_impaired	Interior_relict	75	targeted
0.95	0.005	interior_impaired	Interior_relict	75	targeted
1	0	interior_impaired	Interior_relict	75	targeted
0	0.62	interior_impaired	Interior_relict	76	random
0.05	0.58	interior_impaired	Interior_relict	76	random
0.1	0.545	interior_impaired	Interior_relict	76	random
0.15	0.505	interior_impaired	Interior_relict	76	random
0.2	0.445	interior_impaired	Interior_relict	76	random
0.25	0.41	interior_impaired	Interior_relict	76	random
0.3	0.385	interior_impaired	Interior_relict	76	random
0.35	0.345	interior_impaired	Interior_relict	76	random
0.4	0.295	interior_impaired	Interior_relict	76	random
0.45	0.265	interior_impaired	Interior_relict	76	random
0.5	0.225	interior_impaired	Interior_relict	76	random
0.55	0.205	interior_impaired	Interior_relict	76	random
0.6	0.195	interior_impaired	Interior_relict	76	random
0.65	0.155	interior_impaired	Interior_relict	76	random
0.7	0.115	interior_impaired	Interior_relict	76	random
0.75	0.085	interior_impaired	Interior_relict	76	random
0.8	0.05	interior_impaired	Interior_relict	76	random
0.85	0.015	interior_impaired	Interior_relict	76	random
0.9	0.005	interior_impaired	Interior_relict	76	random
0.95	0.005	interior_impaired	Interior_relict	76	random
1	0	interior_impaired	Interior_relict	76	random
0	0.62	interior_impaired	Interior_relict	76	targeted
0.05	0.545	interior_impaired	Interior_relict	76	targeted
0.1	0.48	interior_impaired	Interior_relict	76	targeted
0.15	0.4	interior_impaired	Interior_relict	76	targeted
0.2	0.28	interior_impaired	Interior_relict	76	targeted
0.25	0.09	interior_impaired	Interior_relict	76	targeted
0.3	0.055	interior_impaired	Interior_relict	76	targeted
0.35	0.015	interior_impaired	Interior_relict	76	targeted
0.4	0.015	interior_impaired	Interior_relict	76	targeted
0.45	0.005	interior_impaired	Interior_relict	76	targeted
0.5	0.005	interior_impaired	Interior_relict	76	targeted
0.55	0.005	interior_impaired	Interior_relict	76	targeted
0.6	0.005	interior_impaired	Interior_relict	76	targeted
0.65	0.005	interior_impaired	Interior_relict	76	targeted
0.7	0.005	interior_impaired	Interior_relict	76	targeted
0.75	0.005	interior_impaired	Interior_relict	76	targeted
0.8	0.005	interior_impaired	Interior_relict	76	targeted
0.85	0.005	interior_impaired	Interior_relict	76	targeted
0.9	0.005	interior_impaired	Interior_relict	76	targeted
0.95	0.005	interior_impaired	Interior_relict	76	targeted
1	0	interior_impaired	Interior_relict	76	targeted
0	0.56	interior_impaired	Interior_relict	77	random
0.05	0.53	interior_impaired	Interior_relict	77	random
0.1	0.505	interior_impaired	Interior_relict	77	random
0.15	0.475	interior_impaired	Interior_relict	77	random
0.2	0.435	interior_impaired	Interior_relict	77	random
0.25	0.41	interior_impaired	Interior_relict	77	random
0.3	0.39	interior_impaired	Interior_relict	77	random
0.35	0.365	interior_impaired	Interior_relict	77	random
0.4	0.33	interior_impaired	Interior_relict	77	random
0.45	0.3	interior_impaired	Interior_relict	77	random
0.5	0.285	interior_impaired	Interior_relict	77	random
0.55	0.245	interior_impaired	Interior_relict	77	random
0.6	0.225	interior_impaired	Interior_relict	77	random
0.65	0.2	interior_impaired	Interior_relict	77	random
0.7	0.16	interior_impaired	Interior_relict	77	random
0.75	0.12	interior_impaired	Interior_relict	77	random
0.8	0.09	interior_impaired	Interior_relict	77	random
0.85	0.065	interior_impaired	Interior_relict	77	random
0.9	0.03	interior_impaired	Interior_relict	77	random
0.95	0.01	interior_impaired	Interior_relict	77	random
1	0	interior_impaired	Interior_relict	77	random
0	0.56	interior_impaired	Interior_relict	77	targeted
0.05	0.44	interior_impaired	Interior_relict	77	targeted
0.1	0.335	interior_impaired	Interior_relict	77	targeted
0.15	0.205	interior_impaired	Interior_relict	77	targeted
0.2	0.045	interior_impaired	Interior_relict	77	targeted
0.25	0.02	interior_impaired	Interior_relict	77	targeted
0.3	0.015	interior_impaired	Interior_relict	77	targeted
0.35	0.01	interior_impaired	Interior_relict	77	targeted
0.4	0.01	interior_impaired	Interior_relict	77	targeted
0.45	0.01	interior_impaired	Interior_relict	77	targeted
0.5	0.005	interior_impaired	Interior_relict	77	targeted
0.55	0.005	interior_impaired	Interior_relict	77	targeted
0.6	0.005	interior_impaired	Interior_relict	77	targeted
0.65	0.005	interior_impaired	Interior_relict	77	targeted
0.7	0.005	interior_impaired	Interior_relict	77	targeted
0.75	0.005	interior_impaired	Interior_relict	77	targeted
0.8	0.005	interior_impaired	Interior_relict	77	targeted
0.85	0.005	interior_impaired	Interior_relict	77	targeted
0.9	0.005	interior_impaired	Interior_relict	77	targeted
0.95	0.005	interior_impaired	Interior_relict	77	targeted
1	0	interior_impaired	Interior_relict	77	targeted
0	0.605	interior_impaired	Interior_relict	78	random
0.05	0.565	interior_impaired	Interior_relict	78	random
0.1	0.525	interior_impaired	Interior_relict	78	random
0.15	0.49	interior_impaired	Interior_relict	78	random
0.2	0.445	interior_impaired	Interior_relict	78	random
0.25	0.415	interior_impaired	Interior_relict	78	random
0.3	0.37	interior_impaired	Interior_relict	78	random
0.35	0.325	interior_impaired	Interior_relict	78	random
0.4	0.305	interior_impaired	Interior_relict	78	random
0.45	0.28	interior_impaired	Interior_relict	78	random
0.5	0.25	interior_impaired	Interior_relict	78	random
0.55	0.22	interior_impaired	Interior_relict	78	random
0.6	0.18	interior_impaired	Interior_relict	78	random
0.65	0.16	interior_impaired	Interior_relict	78	random
0.7	0.155	interior_impaired	Interior_relict	78	random
0.75	0.11	interior_impaired	Interior_relict	78	random
0.8	0.095	interior_impaired	Interior_relict	78	random
0.85	0.04	interior_impaired	Interior_relict	78	random
0.9	0.01	interior_impaired	Interior_relict	78	random
0.95	0.005	interior_impaired	Interior_relict	78	random
1	0	interior_impaired	Interior_relict	78	random
0	0.605	interior_impaired	Interior_relict	78	targeted
0.05	0.54	interior_impaired	Interior_relict	78	targeted
0.1	0.41	interior_impaired	Interior_relict	78	targeted
0.15	0.24	interior_impaired	Interior_relict	78	targeted
0.2	0.09	interior_impaired	Interior_relict	78	targeted
0.25	0.045	interior_impaired	Interior_relict	78	targeted
0.3	0.025	interior_impaired	Interior_relict	78	targeted
0.35	0.015	interior_impaired	Interior_relict	78	targeted
0.4	0.01	interior_impaired	Interior_relict	78	targeted
0.45	0.01	interior_impaired	Interior_relict	78	targeted
0.5	0.005	interior_impaired	Interior_relict	78	targeted
0.55	0.005	interior_impaired	Interior_relict	78	targeted
0.6	0.005	interior_impaired	Interior_relict	78	targeted
0.65	0.005	interior_impaired	Interior_relict	78	targeted
0.7	0.005	interior_impaired	Interior_relict	78	targeted
0.75	0.005	interior_impaired	Interior_relict	78	targeted
0.8	0.005	interior_impaired	Interior_relict	78	targeted
0.85	0.005	interior_impaired	Interior_relict	78	targeted
0.9	0.005	interior_impaired	Interior_relict	78	targeted
0.95	0.005	interior_impaired	Interior_relict	78	targeted
1	0	interior_impaired	Interior_relict	78	targeted
0	0.51	interior_impaired	Interior_relict	79	random
0.05	0.465	interior_impaired	Interior_relict	79	random
0.1	0.445	interior_impaired	Interior_relict	79	random
0.15	0.435	interior_impaired	Interior_relict	79	random
0.2	0.405	interior_impaired	Interior_relict	79	random
0.25	0.36	interior_impaired	Interior_relict	79	random
0.3	0.32	interior_impaired	Interior_relict	79	random
0.35	0.295	interior_impaired	Interior_relict	79	random
0.4	0.255	interior_impaired	Interior_relict	79	random
0.45	0.23	interior_impaired	Interior_relict	79	random
0.5	0.21	interior_impaired	Interior_relict	79	random
0.55	0.185	interior_impaired	Interior_relict	79	random
0.6	0.155	interior_impaired	Interior_relict	79	random
0.65	0.13	interior_impaired	Interior_relict	79	random
0.7	0.105	interior_impaired	Interior_relict	79	random
0.75	0.085	interior_impaired	Interior_relict	79	random
0.8	0.07	interior_impaired	Interior_relict	79	random
0.85	0.03	interior_impaired	Interior_relict	79	random
0.9	0.02	interior_impaired	Interior_relict	79	random
0.95	0.015	interior_impaired	Interior_relict	79	random
1	0	interior_impaired	Interior_relict	79	random
0	0.51	interior_impaired	Interior_relict	79	targeted
0.05	0.405	interior_impaired	Interior_relict	79	targeted
0.1	0.25	interior_impaired	Interior_relict	79	targeted
0.15	0.075	interior_impaired	Interior_relict	79	targeted
0.2	0.015	interior_impaired	Interior_relict	79	targeted
0.25	0.015	interior_impaired	Interior_relict	79	targeted
0.3	0.005	interior_impaired	Interior_relict	79	targeted
0.35	0.005	interior_impaired	Interior_relict	79	targeted
0.4	0.005	interior_impaired	Interior_relict	79	targeted
0.45	0.005	interior_impaired	Interior_relict	79	targeted
0.5	0.005	interior_impaired	Interior_relict	79	targeted
0.55	0.005	interior_impaired	Interior_relict	79	targeted
0.6	0.005	interior_impaired	Interior_relict	79	targeted
0.65	0.005	interior_impaired	Interior_relict	79	targeted
0.7	0.005	interior_impaired	Interior_relict	79	targeted
0.75	0.005	interior_impaired	Interior_relict	79	targeted
0.8	0.005	interior_impaired	Interior_relict	79	targeted
0.85	0.005	interior_impaired	Interior_relict	79	targeted
0.9	0.005	interior_impaired	Interior_relict	79	targeted
0.95	0.005	interior_impaired	Interior_relict	79	targeted
1	0	interior_impaired	Interior_relict	79	targeted
0	0.59	interior_impaired	Interior_relict	80	random
0.05	0.55	interior_impaired	Interior_relict	80	random
0.1	0.515	interior_impaired	Interior_relict	80	random
0.15	0.5	interior_impaired	Interior_relict	80	random
0.2	0.465	interior_impaired	Interior_relict	80	random
0.25	0.39	interior_impaired	Interior_relict	80	random
0.3	0.365	interior_impaired	Interior_relict	80	random
0.35	0.33	interior_impaired	Interior_relict	80	random
0.4	0.295	interior_impaired	Interior_relict	80	random
0.45	0.27	interior_impaired	Interior_relict	80	random
0.5	0.245	interior_impaired	Interior_relict	80	random
0.55	0.22	interior_impaired	Interior_relict	80	random
0.6	0.2	interior_impaired	Interior_relict	80	random
0.65	0.15	interior_impaired	Interior_relict	80	random
0.7	0.13	interior_impaired	Interior_relict	80	random
0.75	0.105	interior_impaired	Interior_relict	80	random
0.8	0.06	interior_impaired	Interior_relict	80	random
0.85	0.025	interior_impaired	Interior_relict	80	random
0.9	0.01	interior_impaired	Interior_relict	80	random
0.95	0.005	interior_impaired	Interior_relict	80	random
1	0	interior_impaired	Interior_relict	80	random
0	0.59	interior_impaired	Interior_relict	80	targeted
0.05	0.485	interior_impaired	Interior_relict	80	targeted
0.1	0.355	interior_impaired	Interior_relict	80	targeted
0.15	0.17	interior_impaired	Interior_relict	80	targeted
0.2	0.065	interior_impaired	Interior_relict	80	targeted
0.25	0.01	interior_impaired	Interior_relict	80	targeted
0.3	0.01	interior_impaired	Interior_relict	80	targeted
0.35	0.01	interior_impaired	Interior_relict	80	targeted
0.4	0.01	interior_impaired	Interior_relict	80	targeted
0.45	0.01	interior_impaired	Interior_relict	80	targeted
