removal_fraction	largest_component_fraction_original_nodes	dataset	network_group	bootstrap_id	attack_mode
0.75	0.035	depth_natural	Coastal_natural	168	random
0.8	0.03	depth_natural	Coastal_natural	168	random
0.85	0.03	depth_natural	Coastal_natural	168	random
0.9	0.02	depth_natural	Coastal_natural	168	random
0.95	0.005	depth_natural	Coastal_natural	168	random
1	0	depth_natural	Coastal_natural	168	random
0	0.685	depth_natural	Coastal_natural	168	targeted
0.05	0.57	depth_natural	Coastal_natural	168	targeted
0.1	0.34	depth_natural	Coastal_natural	168	targeted
0.15	0.205	depth_natural	Coastal_natural	168	targeted
0.2	0.16	depth_natural	Coastal_natural	168	targeted
0.25	0.06	depth_natural	Coastal_natural	168	targeted
0.3	0.06	depth_natural	Coastal_natural	168	targeted
0.35	0.03	depth_natural	Coastal_natural	168	targeted
0.4	0.03	depth_natural	Coastal_natural	168	targeted
0.45	0.03	depth_natural	Coastal_natural	168	targeted
0.5	0.03	depth_natural	Coastal_natural	168	targeted
0.55	0.01	depth_natural	Coastal_natural	168	targeted
0.6	0.01	depth_natural	Coastal_natural	168	targeted
0.65	0.01	depth_natural	Coastal_natural	168	targeted
0.7	0.01	depth_natural	Coastal_natural	168	targeted
0.75	0.01	depth_natural	Coastal_natural	168	targeted
0.8	0.005	depth_natural	Coastal_natural	168	targeted
0.85	0.005	depth_natural	Coastal_natural	168	targeted
0.9	0.005	depth_natural	Coastal_natural	168	targeted
0.95	0.005	depth_natural	Coastal_natural	168	targeted
1	0	depth_natural	Coastal_natural	168	targeted
0	0.55	depth_natural	Coastal_natural	169	random
0.05	0.53	depth_natural	Coastal_natural	169	random
0.1	0.49	depth_natural	Coastal_natural	169	random
0.15	0.455	depth_natural	Coastal_natural	169	random
0.2	0.43	depth_natural	Coastal_natural	169	random
0.25	0.4	depth_natural	Coastal_natural	169	random
0.3	0.375	depth_natural	Coastal_natural	169	random
0.35	0.34	depth_natural	Coastal_natural	169	random
0.4	0.305	depth_natural	Coastal_natural	169	random
0.45	0.265	depth_natural	Coastal_natural	169	random
0.5	0.155	depth_natural	Coastal_natural	169	random
0.55	0.14	depth_natural	Coastal_natural	169	random
0.6	0.125	depth_natural	Coastal_natural	169	random
0.65	0.105	depth_natural	Coastal_natural	169	random
0.7	0.075	depth_natural	Coastal_natural	169	random
0.75	0.065	depth_natural	Coastal_natural	169	random
0.8	0.05	depth_natural	Coastal_natural	169	random
0.85	0.04	depth_natural	Coastal_natural	169	random
0.9	0.01	depth_natural	Coastal_natural	169	random
0.95	0.01	depth_natural	Coastal_natural	169	random
1	0	depth_natural	Coastal_natural	169	random
0	0.55	depth_natural	Coastal_natural	169	targeted
0.05	0.4	depth_natural	Coastal_natural	169	targeted
0.1	0.2	depth_natural	Coastal_natural	169	targeted
0.15	0.145	depth_natural	Coastal_natural	169	targeted
0.2	0.11	depth_natural	Coastal_natural	169	targeted
0.25	0.06	depth_natural	Coastal_natural	169	targeted
0.3	0.025	depth_natural	Coastal_natural	169	targeted
0.35	0.025	depth_natural	Coastal_natural	169	targeted
0.4	0.015	depth_natural	Coastal_natural	169	targeted
0.45	0.015	depth_natural	Coastal_natural	169	targeted
0.5	0.015	depth_natural	Coastal_natural	169	targeted
0.55	0.015	depth_natural	Coastal_natural	169	targeted
0.6	0.005	depth_natural	Coastal_natural	169	targeted
0.65	0.005	depth_natural	Coastal_natural	169	targeted
0.7	0.005	depth_natural	Coastal_natural	169	targeted
0.75	0.005	depth_natural	Coastal_natural	169	targeted
0.8	0.005	depth_natural	Coastal_natural	169	targeted
0.85	0.005	depth_natural	Coastal_natural	169	targeted
0.9	0.005	depth_natural	Coastal_natural	169	targeted
0.95	0.005	depth_natural	Coastal_natural	169	targeted
1	0	depth_natural	Coastal_natural	169	targeted
0	0.48	depth_natural	Coastal_natural	170	random
0.05	0.47	depth_natural	Coastal_natural	170	random
0.1	0.455	depth_natural	Coastal_natural	170	random
0.15	0.425	depth_natural	Coastal_natural	170	random
0.2	0.395	depth_natural	Coastal_natural	170	random
0.25	0.355	depth_natural	Coastal_natural	170	random
0.3	0.325	depth_natural	Coastal_natural	170	random
0.35	0.295	depth_natural	Coastal_natural	170	random
0.4	0.27	depth_natural	Coastal_natural	170	random
0.45	0.235	depth_natural	Coastal_natural	170	random
0.5	0.155	depth_natural	Coastal_natural	170	random
0.55	0.14	depth_natural	Coastal_natural	170	random
0.6	0.125	depth_natural	Coastal_natural	170	random
0.65	0.095	depth_natural	Coastal_natural	170	random
0.7	0.065	depth_natural	Coastal_natural	170	random
0.75	0.055	depth_natural	Coastal_natural	170	random
0.8	0.05	depth_natural	Coastal_natural	170	random
0.85	0.035	depth_natural	Coastal_natural	170	random
0.9	0.015	depth_natural	Coastal_natural	170	random
0.95	0.01	depth_natural	Coastal_natural	170	random
1	0	depth_natural	Coastal_natural	170	random
0	0.48	depth_natural	Coastal_natural	170	targeted
0.05	0.43	depth_natural	Coastal_natural	170	targeted
0.1	0.235	depth_natural	Coastal_natural	170	targeted
0.15	0.125	depth_natural	Coastal_natural	170	targeted
0.2	0.12	depth_natural	Coastal_natural	170	targeted
0.25	0.065	depth_natural	Coastal_natural	170	targeted
0.3	0.04	depth_natural	Coastal_natural	170	targeted
0.35	0.03	depth_natural	Coastal_natural	170	targeted
0.4	0.02	depth_natural	Coastal_natural	170	targeted
0.45	0.015	depth_natural	Coastal_natural	170	targeted
0.5	0.01	depth_natural	Coastal_natural	170	targeted
0.55	0.01	depth_natural	Coastal_natural	170	targeted
0.6	0.005	depth_natural	Coastal_natural	170	targeted
0.65	0.005	depth_natural	Coastal_natural	170	targeted
0.7	0.005	depth_natural	Coastal_natural	170	targeted
0.75	0.005	depth_natural	Coastal_natural	170	targeted
0.8	0.005	depth_natural	Coastal_natural	170	targeted
0.85	0.005	depth_natural	Coastal_natural	170	targeted
0.9	0.005	depth_natural	Coastal_natural	170	targeted
0.95	0.005	depth_natural	Coastal_natural	170	targeted
1	0	depth_natural	Coastal_natural	170	targeted
0	0.655	depth_natural	Coastal_natural	171	random
0.05	0.63	depth_natural	Coastal_natural	171	random
0.1	0.595	depth_natural	Coastal_natural	171	random
0.15	0.555	depth_natural	Coastal_natural	171	random
0.2	0.465	depth_natural	Coastal_natural	171	random
0.25	0.38	depth_natural	Coastal_natural	171	random
0.3	0.33	depth_natural	Coastal_natural	171	random
0.35	0.28	depth_natural	Coastal_natural	171	random
0.4	0.18	depth_natural	Coastal_natural	171	random
0.45	0.155	depth_natural	Coastal_natural	171	random
0.5	0.06	depth_natural	Coastal_natural	171	random
0.55	0.055	depth_natural	Coastal_natural	171	random
0.6	0.05	depth_natural	Coastal_natural	171	random
0.65	0.05	depth_natural	Coastal_natural	171	random
0.7	0.03	depth_natural	Coastal_natural	171	random
0.75	0.03	depth_natural	Coastal_natural	171	random
0.8	0.025	depth_natural	Coastal_natural	171	random
0.85	0.025	depth_natural	Coastal_natural	171	random
0.9	0.02	depth_natural	Coastal_natural	171	random
0.95	0.01	depth_natural	Coastal_natural	171	random
1	0	depth_natural	Coastal_natural	171	random
0	0.655	depth_natural	Coastal_natural	171	targeted
0.05	0.45	depth_natural	Coastal_natural	171	targeted
0.1	0.315	depth_natural	Coastal_natural	171	targeted
0.15	0.205	depth_natural	Coastal_natural	171	targeted
0.2	0.1	depth_natural	Coastal_natural	171	targeted
0.25	0.08	depth_natural	Coastal_natural	171	targeted
0.3	0.08	depth_natural	Coastal_natural	171	targeted
0.35	0.05	depth_natural	Coastal_natural	171	targeted
0.4	0.025	depth_natural	Coastal_natural	171	targeted
0.45	0.015	depth_natural	Coastal_natural	171	targeted
0.5	0.015	depth_natural	Coastal_natural	171	targeted
0.55	0.01	depth_natural	Coastal_natural	171	targeted
0.6	0.01	depth_natural	Coastal_natural	171	targeted
0.65	0.005	depth_natural	Coastal_natural	171	targeted
0.7	0.005	depth_natural	Coastal_natural	171	targeted
0.75	0.005	depth_natural	Coastal_natural	171	targeted
0.8	0.005	depth_natural	Coastal_natural	171	targeted
0.85	0.005	depth_natural	Coastal_natural	171	targeted
0.9	0.005	depth_natural	Coastal_natural	171	targeted
0.95	0.005	depth_natural	Coastal_natural	171	targeted
1	0	depth_natural	Coastal_natural	171	targeted
0	0.585	depth_natural	Coastal_natural	172	random
0.05	0.545	depth_natural	Coastal_natural	172	random
0.1	0.54	depth_natural	Coastal_natural	172	random
0.15	0.495	depth_natural	Coastal_natural	172	random
0.2	0.47	depth_natural	Coastal_natural	172	random
0.25	0.44	depth_natural	Coastal_natural	172	random
0.3	0.4	depth_natural	Coastal_natural	172	random
0.35	0.385	depth_natural	Coastal_natural	172	random
0.4	0.355	depth_natural	Coastal_natural	172	random
0.45	0.325	depth_natural	Coastal_natural	172	random
0.5	0.16	depth_natural	Coastal_natural	172	random
0.55	0.145	depth_natural	Coastal_natural	172	random
0.6	0.135	depth_natural	Coastal_natural	172	random
0.65	0.08	depth_natural	Coastal_natural	172	random
0.7	0.075	depth_natural	Coastal_natural	172	random
0.75	0.045	depth_natural	Coastal_natural	172	random
0.8	0.025	depth_natural	Coastal_natural	172	random
0.85	0.02	depth_natural	Coastal_natural	172	random
0.9	0.02	depth_natural	Coastal_natural	172	random
0.95	0.01	depth_natural	Coastal_natural	172	random
1	0	depth_natural	Coastal_natural	172	random
0	0.585	depth_natural	Coastal_natural	172	targeted
0.05	0.51	depth_natural	Coastal_natural	172	targeted
0.1	0.19	depth_natural	Coastal_natural	172	targeted
0.15	0.185	depth_natural	Coastal_natural	172	targeted
0.2	0.065	depth_natural	Coastal_natural	172	targeted
0.25	0.055	depth_natural	Coastal_natural	172	targeted
0.3	0.045	depth_natural	Coastal_natural	172	targeted
0.35	0.025	depth_natural	Coastal_natural	172	targeted
0.4	0.02	depth_natural	Coastal_natural	172	targeted
0.45	0.015	depth_natural	Coastal_natural	172	targeted
0.5	0.015	depth_natural	Coastal_natural	172	targeted
0.55	0.01	depth_natural	Coastal_natural	172	targeted
0.6	0.01	depth_natural	Coastal_natural	172	targeted
0.65	0.01	depth_natural	Coastal_natural	172	targeted
0.7	0.005	depth_natural	Coastal_natural	172	targeted
0.75	0.005	depth_natural	Coastal_natural	172	targeted
0.8	0.005	depth_natural	Coastal_natural	172	targeted
0.85	0.005	depth_natural	Coastal_natural	172	targeted
0.9	0.005	depth_natural	Coastal_natural	172	targeted
0.95	0.005	depth_natural	Coastal_natural	172	targeted
1	0	depth_natural	Coastal_natural	172	targeted
0	0.64	depth_natural	Coastal_natural	173	random
0.05	0.615	depth_natural	Coastal_natural	173	random
0.1	0.525	depth_natural	Coastal_natural	173	random
0.15	0.455	depth_natural	Coastal_natural	173	random
0.2	0.43	depth_natural	Coastal_natural	173	random
0.25	0.41	depth_natural	Coastal_natural	173	random
0.3	0.385	depth_natural	Coastal_natural	173	random
0.35	0.35	depth_natural	Coastal_natural	173	random
0.4	0.305	depth_natural	Coastal_natural	173	random
0.45	0.145	depth_natural	Coastal_natural	173	random
0.5	0.125	depth_natural	Coastal_natural	173	random
0.55	0.11	depth_natural	Coastal_natural	173	random
0.6	0.105	depth_natural	Coastal_natural	173	random
0.65	0.06	depth_natural	Coastal_natural	173	random
0.7	0.05	depth_natural	Coastal_natural	173	random
0.75	0.045	depth_natural	Coastal_natural	173	random
0.8	0.025	depth_natural	Coastal_natural	173	random
0.85	0.025	depth_natural	Coastal_natural	173	random
0.9	0.015	depth_natural	Coastal_natural	173	random
0.95	0.015	depth_natural	Coastal_natural	173	random
1	0	depth_natural	Coastal_natural	173	random
0	0.64	depth_natural	Coastal_natural	173	targeted
0.05	0.435	depth_natural	Coastal_natural	173	targeted
0.1	0.2	depth_natural	Coastal_natural	173	targeted
0.15	0.19	depth_natural	Coastal_natural	173	targeted
0.2	0.065	depth_natural	Coastal_natural	173	targeted
0.25	0.065	depth_natural	Coastal_natural	173	targeted
0.3	0.065	depth_natural	Coastal_natural	173	targeted
0.35	0.055	depth_natural	Coastal_natural	173	targeted
0.4	0.035	depth_natural	Coastal_natural	173	targeted
0.45	0.035	depth_natural	Coastal_natural	173	targeted
0.5	0.015	depth_natural	Coastal_natural	173	targeted
0.55	0.015	depth_natural	Coastal_natural	173	targeted
0.6	0.01	depth_natural	Coastal_natural	173	targeted
0.65	0.01	depth_natural	Coastal_natural	173	targeted
0.7	0.005	depth_natural	Coastal_natural	173	targeted
0.75	0.005	depth_natural	Coastal_natural	173	targeted
0.8	0.005	depth_natural	Coastal_natural	173	targeted
0.85	0.005	depth_natural	Coastal_natural	173	targeted
0.9	0.005	depth_natural	Coastal_natural	173	targeted
0.95	0.005	depth_natural	Coastal_natural	173	targeted
1	0	depth_natural	Coastal_natural	173	targeted
0	0.515	depth_natural	Coastal_natural	174	random
0.05	0.48	depth_natural	Coastal_natural	174	random
0.1	0.445	depth_natural	Coastal_natural	174	random
0.15	0.41	depth_natural	Coastal_natural	174	random
0.2	0.385	depth_natural	Coastal_natural	174	random
0.25	0.385	depth_natural	Coastal_natural	174	random
0.3	0.35	depth_natural	Coastal_natural	174	random
0.35	0.315	depth_natural	Coastal_natural	174	random
0.4	0.285	depth_natural	Coastal_natural	174	random
0.45	0.18	depth_natural	Coastal_natural	174	random
0.5	0.15	depth_natural	Coastal_natural	174	random
0.55	0.12	depth_natural	Coastal_natural	174	random
0.6	0.1	depth_natural	Coastal_natural	174	random
0.65	0.085	depth_natural	Coastal_natural	174	random
0.7	0.07	depth_natural	Coastal_natural	174	random
0.75	0.03	depth_natural	Coastal_natural	174	random
0.8	0.025	depth_natural	Coastal_natural	174	random
0.85	0.015	depth_natural	Coastal_natural	174	random
0.9	0.01	depth_natural	Coastal_natural	174	random
0.95	0.005	depth_natural	Coastal_natural	174	random
1	0	depth_natural	Coastal_natural	174	random
0	0.515	depth_natural	Coastal_natural	174	targeted
0.05	0.34	depth_natural	Coastal_natural	174	targeted
0.1	0.1	depth_natural	Coastal_natural	174	targeted
0.15	0.045	depth_natural	Coastal_natural	174	targeted
0.2	0.03	depth_natural	Coastal_natural	174	targeted
0.25	0.03	depth_natural	Coastal_natural	174	targeted
0.3	0.03	depth_natural	Coastal_natural	174	targeted
0.35	0.015	depth_natural	Coastal_natural	174	targeted
0.4	0.015	depth_natural	Coastal_natural	174	targeted
0.45	0.015	depth_natural	Coastal_natural	174	targeted
0.5	0.015	depth_natural	Coastal_natural	174	targeted
0.55	0.01	depth_natural	Coastal_natural	174	targeted
0.6	0.005	depth_natural	Coastal_natural	174	targeted
0.65	0.005	depth_natural	Coastal_natural	174	targeted
0.7	0.005	depth_natural	Coastal_natural	174	targeted
0.75	0.005	depth_natural	Coastal_natural	174	targeted
0.8	0.005	depth_natural	Coastal_natural	174	targeted
0.85	0.005	depth_natural	Coastal_natural	174	targeted
0.9	0.005	depth_natural	Coastal_natural	174	targeted
0.95	0.005	depth_natural	Coastal_natural	174	targeted
1	0	depth_natural	Coastal_natural	174	targeted
0	0.575	depth_natural	Coastal_natural	175	random
0.05	0.55	depth_natural	Coastal_natural	175	random
0.1	0.515	depth_natural	Coastal_natural	175	random
0.15	0.485	depth_natural	Coastal_natural	175	random
0.2	0.465	depth_natural	Coastal_natural	175	random
0.25	0.435	depth_natural	Coastal_natural	175	random
0.3	0.415	depth_natural	Coastal_natural	175	random
0.35	0.395	depth_natural	Coastal_natural	175	random
0.4	0.365	depth_natural	Coastal_natural	175	random
0.45	0.295	depth_natural	Coastal_natural	175	random
0.5	0.265	depth_natural	Coastal_natural	175	random
0.55	0.235	depth_natural	Coastal_natural	175	random
0.6	0.195	depth_natural	Coastal_natural	175	random
0.65	0.165	depth_natural	Coastal_natural	175	random
0.7	0.14	depth_natural	Coastal_natural	175	random
0.75	0.11	depth_natural	Coastal_natural	175	random
0.8	0.055	depth_natural	Coastal_natural	175	random
0.85	0.035	depth_natural	Coastal_natural	175	random
0.9	0.025	depth_natural	Coastal_natural	175	random
0.95	0.01	depth_natural	Coastal_natural	175	random
1	0	depth_natural	Coastal_natural	175	random
0	0.575	depth_natural	Coastal_natural	175	targeted
0.05	0.505	depth_natural	Coastal_natural	175	targeted
0.1	0.365	depth_natural	Coastal_natural	175	targeted
0.15	0.31	depth_natural	Coastal_natural	175	targeted
0.2	0.14	depth_natural	Coastal_natural	175	targeted
0.25	0.03	depth_natural	Coastal_natural	175	targeted
0.3	0.025	depth_natural	Coastal_natural	175	targeted
0.35	0.02	depth_natural	Coastal_natural	175	targeted
0.4	0.015	depth_natural	Coastal_natural	175	targeted
0.45	0.015	depth_natural	Coastal_natural	175	targeted
0.5	0.005	depth_natural	Coastal_natural	175	targeted
0.55	0.005	depth_natural	Coastal_natural	175	targeted
0.6	0.005	depth_natural	Coastal_natural	175	targeted
0.65	0.005	depth_natural	Coastal_natural	175	targeted
0.7	0.005	depth_natural	Coastal_natural	175	targeted
0.75	0.005	depth_natural	Coastal_natural	175	targeted
0.8	0.005	depth_natural	Coastal_natural	175	targeted
0.85	0.005	depth_natural	Coastal_natural	175	targeted
0.9	0.005	depth_natural	Coastal_natural	175	targeted
0.95	0.005	depth_natural	Coastal_natural	175	targeted
1	0	depth_natural	Coastal_natural	175	targeted
0	0.455	depth_natural	Coastal_natural	176	random
0.05	0.43	depth_natural	Coastal_natural	176	random
0.1	0.4	depth_natural	Coastal_natural	176	random
0.15	0.385	depth_natural	Coastal_natural	176	random
0.2	0.355	depth_natural	Coastal_natural	176	random
0.25	0.335	depth_natural	Coastal_natural	176	random
0.3	0.285	depth_natural	Coastal_natural	176	random
0.35	0.275	depth_natural	Coastal_natural	176	random
0.4	0.23	depth_natural	Coastal_natural	176	random
0.45	0.115	depth_natural	Coastal_natural	176	random
0.5	0.11	depth_natural	Coastal_natural	176	random
0.55	0.1	depth_natural	Coastal_natural	176	random
0.6	0.095	depth_natural	Coastal_natural	176	random
0.65	0.09	depth_natural	Coastal_natural	176	random
0.7	0.03	depth_natural	Coastal_natural	176	random
0.75	0.025	depth_natural	Coastal_natural	176	random
0.8	0.02	depth_natural	Coastal_natural	176	random
0.85	0.01	depth_natural	Coastal_natural	176	random
0.9	0.01	depth_natural	Coastal_natural	176	random
0.95	0.005	depth_natural	Coastal_natural	176	random
1	0	depth_natural	Coastal_natural	176	random
0	0.455	depth_natural	Coastal_natural	176	targeted
0.05	0.385	depth_natural	Coastal_natural	176	targeted
0.1	0.325	depth_natural	Coastal_natural	176	targeted
0.15	0.1	depth_natural	Coastal_natural	176	targeted
0.2	0.1	depth_natural	Coastal_natural	176	targeted
0.25	0.1	depth_natural	Coastal_natural	176	targeted
0.3	0.06	depth_natural	Coastal_natural	176	targeted
0.35	0.02	depth_natural	Coastal_natural	176	targeted
0.4	0.015	depth_natural	Coastal_natural	176	targeted
0.45	0.01	depth_natural	Coastal_natural	176	targeted
0.5	0.01	depth_natural	Coastal_natural	176	targeted
0.55	0.005	depth_natural	Coastal_natural	176	targeted
0.6	0.005	depth_natural	Coastal_natural	176	targeted
0.65	0.005	depth_natural	Coastal_natural	176	targeted
0.7	0.005	depth_natural	Coastal_natural	176	targeted
0.75	0.005	depth_natural	Coastal_natural	176	targeted
0.8	0.005	depth_natural	Coastal_natural	176	targeted
0.85	0.005	depth_natural	Coastal_natural	176	targeted
0.9	0.005	depth_natural	Coastal_natural	176	targeted
0.95	0.005	depth_natural	Coastal_natural	176	targeted
1	0	depth_natural	Coastal_natural	176	targeted
0	0.71	depth_natural	Coastal_natural	177	random
0.05	0.62	depth_natural	Coastal_natural	177	random
0.1	0.59	depth_natural	Coastal_natural	177	random
0.15	0.555	depth_natural	Coastal_natural	177	random
0.2	0.545	depth_natural	Coastal_natural	177	random
0.25	0.51	depth_natural	Coastal_natural	177	random
0.3	0.445	depth_natural	Coastal_natural	177	random
0.35	0.42	depth_natural	Coastal_natural	177	random
0.4	0.395	depth_natural	Coastal_natural	177	random
0.45	0.355	depth_natural	Coastal_natural	177	random
0.5	0.335	depth_natural	Coastal_natural	177	random
0.55	0.27	depth_natural	Coastal_natural	177	random
0.6	0.2	depth_natural	Coastal_natural	177	random
0.65	0.1	depth_natural	Coastal_natural	177	random
0.7	0.05	depth_natural	Coastal_natural	177	random
0.75	0.02	depth_natural	Coastal_natural	177	random
0.8	0.02	depth_natural	Coastal_natural	177	random
0.85	0.02	depth_natural	Coastal_natural	177	random
0.9	0.015	depth_natural	Coastal_natural	177	random
0.95	0.01	depth_natural	Coastal_natural	177	random
1	0	depth_natural	Coastal_natural	177	random
0	0.71	depth_natural	Coastal_natural	177	targeted
0.05	0.635	depth_natural	Coastal_natural	177	targeted
0.1	0.56	depth_natural	Coastal_natural	177	targeted
0.15	0.485	depth_natural	Coastal_natural	177	targeted
0.2	0.325	depth_natural	Coastal_natural	177	targeted
0.25	0.295	depth_natural	Coastal_natural	177	targeted
0.3	0.14	depth_natural	Coastal_natural	177	targeted
0.35	0.04	depth_natural	Coastal_natural	177	targeted
0.4	0.035	depth_natural	Coastal_natural	177	targeted
0.45	0.035	depth_natural	Coastal_natural	177	targeted
0.5	0.02	depth_natural	Coastal_natural	177	targeted
0.55	0.02	depth_natural	Coastal_natural	177	targeted
0.6	0.015	depth_natural	Coastal_natural	177	targeted
0.65	0.01	depth_natural	Coastal_natural	177	targeted
0.7	0.01	depth_natural	Coastal_natural	177	targeted
0.75	0.005	depth_natural	Coastal_natural	177	targeted
0.8	0.005	depth_natural	Coastal_natural	177	targeted
0.85	0.005	depth_natural	Coastal_natural	177	targeted
0.9	0.005	depth_natural	Coastal_natural	177	targeted
0.95	0.005	depth_natural	Coastal_natural	177	targeted
1	0	depth_natural	Coastal_natural	177	targeted
0	0.355	depth_natural	Coastal_natural	178	random
0.05	0.325	depth_natural	Coastal_natural	178	random
0.1	0.295	depth_natural	Coastal_natural	178	random
0.15	0.28	depth_natural	Coastal_natural	178	random
0.2	0.255	depth_natural	Coastal_natural	178	random
0.25	0.245	depth_natural	Coastal_natural	178	random
0.3	0.21	depth_natural	Coastal_natural	178	random
0.35	0.145	depth_natural	Coastal_natural	178	random
0.4	0.135	depth_natural	Coastal_natural	178	random
0.45	0.095	depth_natural	Coastal_natural	178	random
0.5	0.095	depth_natural	Coastal_natural	178	random
0.55	0.09	depth_natural	Coastal_natural	178	random
0.6	0.075	depth_natural	Coastal_natural	178	random
0.65	0.05	depth_natural	Coastal_natural	178	random
0.7	0.05	depth_natural	Coastal_natural	178	random
0.75	0.045	depth_natural	Coastal_natural	178	random
0.8	0.02	depth_natural	Coastal_natural	178	random
0.85	0.02	depth_natural	Coastal_natural	178	random
0.9	0.015	depth_natural	Coastal_natural	178	random
0.95	0.005	depth_natural	Coastal_natural	178	random
1	0	depth_natural	Coastal_natural	178	random
0	0.355	depth_natural	Coastal_natural	178	targeted
0.05	0.23	depth_natural	Coastal_natural	178	targeted
0.1	0.085	depth_natural	Coastal_natural	178	targeted
0.15	0.05	depth_natural	Coastal_natural	178	targeted
0.2	0.05	depth_natural	Coastal_natural	178	targeted
0.25	0.05	depth_natural	Coastal_natural	178	targeted
0.3	0.03	depth_natural	Coastal_natural	178	targeted
0.35	0.03	depth_natural	Coastal_natural	178	targeted
0.4	0.02	depth_natural	Coastal_natural	178	targeted
0.45	0.015	depth_natural	Coastal_natural	178	targeted
0.5	0.01	depth_natural	Coastal_natural	178	targeted
0.55	0.01	depth_natural	Coastal_natural	178	targeted
0.6	0.005	depth_natural	Coastal_natural	178	targeted
0.65	0.005	depth_natural	Coastal_natural	178	targeted
0.7	0.005	depth_natural	Coastal_natural	178	targeted
0.75	0.005	depth_natural	Coastal_natural	178	targeted
0.8	0.005	depth_natural	Coastal_natural	178	targeted
0.85	0.005	depth_natural	Coastal_natural	178	targeted
0.9	0.005	depth_natural	Coastal_natural	178	targeted
0.95	0.005	depth_natural	Coastal_natural	178	targeted
1	0	depth_natural	Coastal_natural	178	targeted
0	0.52	depth_natural	Coastal_natural	179	random
0.05	0.48	depth_natural	Coastal_natural	179	random
0.1	0.445	depth_natural	Coastal_natural	179	random
0.15	0.415	depth_natural	Coastal_natural	179	random
0.2	0.39	depth_natural	Coastal_natural	179	random
0.25	0.355	depth_natural	Coastal_natural	179	random
0.3	0.33	depth_natural	Coastal_natural	179	random
0.35	0.295	depth_natural	Coastal_natural	179	random
0.4	0.26	depth_natural	Coastal_natural	179	random
0.45	0.23	depth_natural	Coastal_natural	179	random
0.5	0.215	depth_natural	Coastal_natural	179	random
0.55	0.19	depth_natural	Coastal_natural	179	random
0.6	0.16	depth_natural	Coastal_natural	179	random
0.65	0.12	depth_natural	Coastal_natural	179	random
0.7	0.09	depth_natural	Coastal_natural	179	random
0.75	0.085	depth_natural	Coastal_natural	179	random
0.8	0.075	depth_natural	Coastal_natural	179	random
0.85	0.055	depth_natural	Coastal_natural	179	random
0.9	0.025	depth_natural	Coastal_natural	179	random
0.95	0.005	depth_natural	Coastal_natural	179	random
1	0	depth_natural	Coastal_natural	179	random
0	0.52	depth_natural	Coastal_natural	179	targeted
0.05	0.295	depth_natural	Coastal_natural	179	targeted
0.1	0.19	depth_natural	Coastal_natural	179	targeted
0.15	0.125	depth_natural	Coastal_natural	179	targeted
0.2	0.075	depth_natural	Coastal_natural	179	targeted
0.25	0.07	depth_natural	Coastal_natural	179	targeted
0.3	0.02	depth_natural	Coastal_natural	179	targeted
0.35	0.015	depth_natural	Coastal_natural	179	targeted
0.4	0.015	depth_natural	Coastal_natural	179	targeted
0.45	0.005	depth_natural	Coastal_natural	179	targeted
0.5	0.005	depth_natural	Coastal_natural	179	targeted
0.55	0.005	depth_natural	Coastal_natural	179	targeted
0.6	0.005	depth_natural	Coastal_natural	179	targeted
0.65	0.005	depth_natural	Coastal_natural	179	targeted
0.7	0.005	depth_natural	Coastal_natural	179	targeted
0.75	0.005	depth_natural	Coastal_natural	179	targeted
0.8	0.005	depth_natural	Coastal_natural	179	targeted
0.85	0.005	depth_natural	Coastal_natural	179	targeted
0.9	0.005	depth_natural	Coastal_natural	179	targeted
0.95	0.005	depth_natural	Coastal_natural	179	targeted
1	0	depth_natural	Coastal_natural	179	targeted
0	0.36	depth_natural	Coastal_natural	180	random
0.05	0.345	depth_natural	Coastal_natural	180	random
0.1	0.34	depth_natural	Coastal_natural	180	random
0.15	0.335	depth_natural	Coastal_natural	180	random
0.2	0.31	depth_natural	Coastal_natural	180	random
0.25	0.275	depth_natural	Coastal_natural	180	random
0.3	0.25	depth_natural	Coastal_natural	180	random
0.35	0.245	depth_natural	Coastal_natural	180	random
0.4	0.215	depth_natural	Coastal_natural	180	random
0.45	0.205	depth_natural	Coastal_natural	180	random
0.5	0.195	depth_natural	Coastal_natural	180	random
0.55	0.185	depth_natural	Coastal_natural	180	random
0.6	0.1	depth_natural	Coastal_natural	180	random
0.65	0.08	depth_natural	Coastal_natural	180	random
0.7	0.08	depth_natural	Coastal_natural	180	random
0.75	0.07	depth_natural	Coastal_natural	180	random
0.8	0.055	depth_natural	Coastal_natural	180	random
0.85	0.055	depth_natural	Coastal_natural	180	random
0.9	0.02	depth_natural	Coastal_natural	180	random
0.95	0.015	depth_natural	Coastal_natural	180	random
1	0	depth_natural	Coastal_natural	180	random
0	0.36	depth_natural	Coastal_natural	180	targeted
0.05	0.24	depth_natural	Coastal_natural	180	targeted
0.1	0.12	depth_natural	Coastal_natural	180	targeted
0.15	0.095	depth_natural	Coastal_natural	180	targeted
0.2	0.07	depth_natural	Coastal_natural	180	targeted
0.25	0.07	depth_natural	Coastal_natural	180	targeted
0.3	0.025	depth_natural	Coastal_natural	180	targeted
0.35	0.015	depth_natural	Coastal_natural	180	targeted
0.4	0.015	depth_natural	Coastal_natural	180	targeted
0.45	0.01	depth_natural	Coastal_natural	180	targeted
0.5	0.01	depth_natural	Coastal_natural	180	targeted
0.55	0.005	depth_natural	Coastal_natural	180	targeted
