dataset	group	mode	removal_fraction	n_boot	mean_largest_component_prop	median_largest_component_prop	q25	q75	q025	q975	dataset_label	group_label	mode_label
interior_impaired	Interior_relict	random	0.05	500	0.40634375	0.421875	0.375	0.453125	0.25	0.5082031249999996	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.1	500	0.36675	0.375	0.328125	0.421875	0.203125	0.48437499999999994	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.15000000000000002	500	0.33053125	0.34375	0.28125	0.390625	0.171875	0.45312499999999994	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.2	500	0.294625	0.3125	0.23437499999999997	0.34765625	0.140625	0.4300781249999997	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.25	500	0.2481875	0.25	0.203125	0.3125	0.09375	0.390625	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.30000000000000004	500	0.21728125	0.21875	0.15625	0.265625	0.06992187500000002	0.359375	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.35000000000000003	500	0.1905	0.1875	0.140625	0.234375	0.0625	0.328125	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.4	500	0.16628125	0.15625	0.109375	0.21875	0.046875	0.3125	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.45	500	0.14275	0.140625	0.09375	0.1875	0.046875	0.265625	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.5	500	0.113875	0.109375	0.0625	0.15625	0.03125	0.234375	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.55	500	0.09771875	0.09375	0.0625	0.125	0.03125	0.203125	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.6000000000000001	500	0.082875	0.078125	0.046875	0.109375	0.03125	0.1875	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.65	500	0.06853125	0.0625	0.046875	0.09375	0.03125	0.140625	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.7000000000000001	500	0.05709375	0.046875	0.03125	0.078125	0.015625	0.125	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.75	500	0.04303125	0.03125	0.03125	0.046875	0.015625	0.09375	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.8	500	0.03478125	0.03125	0.015625	0.046875	0.015625	0.078125	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.8500000000000001	500	0.02778125	0.03125	0.015625	0.03125	0.015625	0.0625	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	random	0.9	500	0.02215625	0.015625	0.015625	0.03125	0.015625	0.046875	Interior vs coastal impaired	Interior relict	Random removal
interior_impaired	Interior_relict	targeted	0	500	0.4455	0.453125	0.40625	0.484375	0.328125	0.53125	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.05	500	0.21271875	0.21875	0.15625	0.265625	0.09375	0.35195312499999964	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.1	500	0.09715625	0.09375	0.078125	0.109375	0.046875	0.19570312499999964	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.15000000000000002	500	0.05984375	0.046875	0.046875	0.0625	0.03125	0.125	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.2	500	0.04221875	0.046875	0.03125	0.046875	0.03125	0.078125	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.25	500	0.031125	0.03125	0.03125	0.03125	0.015625	0.05507812499999964	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.30000000000000004	500	0.02471875	0.03125	0.015625	0.03125	0.015625	0.046875	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.35000000000000003	500	0.02071875	0.015625	0.015625	0.03125	0.015625	0.03125	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.4	500	0.01803125	0.015625	0.015625	0.015625	0.015625	0.03125	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.45	500	0.0163125	0.015625	0.015625	0.015625	0.015625	0.03125	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.5	500	0.01571875	0.015625	0.015625	0.015625	0.015625	0.015625	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.55	500	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.6000000000000001	500	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.65	500	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.7000000000000001	500	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.75	500	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	Interior vs coastal impaired	Interior relict	Targeted removal
interior_impaired	Interior_relict	targeted	0.8	500	0.015625	0.015625	0.015625	0.015625	0.015625	0.015625	Interior vs coastal impaired	Interior relict	Targeted removal
